Gene_name GCF_000013365.1_ASM1336v1_genomic.gff GCF_000020445.1_ASM2044v1_genomic.gff GCF_000195775.1_ASM19577v1_genomic.gff GCF_003031245.1_ASM303124v1_genomic.gff GCF_003031265.1_ASM303126v1_genomic.gff GCF_007005445.1_ASM700544v1_genomic.gff GCF_013415845.1_ASM1341584v1_genomic.gff GCF_016584445.1_ASM1658444v1_genomic.gff
gsiA_2 1 1 1 1 1 1 1 1
gsiD_4 1 1 1 1 1 1 1 1
gsiC_3 1 1 1 1 1 0 1 1
cpg2 1 1 1 1 1 1 1 1
gsiB_2 1 1 1 1 1 0 1 1
korA 1 1 1 1 1 1 1 1
exbB 1 0 0 0 0 0 0 0
exbD_1 1 1 1 1 1 1 1 1
lcfB_2 1 1 1 1 1 1 1 1
cheB_1 1 1 1 1 1 1 1 1
rcsC_4 1 1 1 1 1 1 1 1
amiC_3 1 1 1 1 1 1 1 1
livH_3 1 1 1 1 1 1 1 1
lptB_2 1 1 1 1 1 1 1 1
livF_4 1 1 1 1 1 1 1 1
fmdA 1 1 1 1 1 1 1 1
cobS_2 1 1 1 1 1 0 1 1
hyfB 1 0 0 0 0 0 0 0
hycD 1 0 0 0 0 0 0 0
ndhB_2 1 1 1 1 1 1 1 1
hycE 1 0 0 0 0 0 0 0
hycG 1 0 0 0 0 0 0 0
estA 1 0 0 0 0 0 0 0
ctpF 1 1 1 1 1 1 1 1
fliG 1 1 1 1 1 1 1 1
fliN 1 0 0 0 0 0 0 0
atoC 1 0 0 0 0 0 0 0
recD2 1 0 1 1 1 1 0 1
dps_2 1 1 0 0 0 0 0 0
gph_1 1 1 1 0 0 1 1 1
yajO 1 1 0 1 1 1 0 0
dctM_1 1 1 1 1 1 1 1 1
yliI 1 1 1 1 1 1 1 1
yfcG_1 1 1 0 1 1 0 0 0
aatA 1 1 1 1 1 1 1 1
fusA_1 1 1 1 1 1 1 1 1
aroE 1 1 1 1 1 1 1 1
echA8_1 1 1 1 1 1 1 1 1
lldD 1 1 1 1 1 1 1 1
glmM 1 1 1 1 1 1 1 1
fsr 1 1 1 1 1 1 1 1
serC 1 1 1 1 1 1 1 1
serA 1 1 1 1 1 1 1 1
mcpU 1 1 1 0 0 1 0 1
ybaK 1 1 1 1 1 1 1 1
dkgB_1 1 1 1 1 1 1 1 1
purA 1 1 1 1 1 1 1 1
pucBB_1 1 1 1 1 1 1 1 1
ispH_1 1 1 1 1 1 1 1 1
thrB 1 1 1 1 1 1 1 1
rnhA 1 1 1 1 1 1 1 1
garA 1 0 0 0 0 1 0 0
fadD_2 1 1 1 1 1 1 1 1
ndvA 1 1 1 1 1 1 1 1
ndhC_1 1 1 1 1 1 1 1 1
nuoB_1 1 1 1 1 1 1 1 1
nuoC 1 1 1 1 1 1 0 1
nuoE 1 1 1 1 1 1 1 1
nuoF 1 1 1 1 1 1 1 1
nuoG 1 1 1 1 1 1 1 1
nuoH_1 1 1 1 1 1 1 1 1
nuoI_1 1 1 1 1 1 1 1 1
nuoJ_1 1 1 1 1 1 1 1 1
nuoK_1 1 1 1 1 1 1 1 1
ndhB_3 1 1 1 1 1 1 1 1
nuoM_1 1 1 1 1 1 1 1 1
nuoN_1 1 1 1 1 1 1 1 1
fixK_1 1 0 0 0 0 0 0 0
todT_3 1 0 0 0 0 0 0 0
fixJ 1 1 1 1 1 1 1 1
fixL 1 0 1 1 1 1 1 1
IMPDH_2 1 0 0 0 0 0 0 0
phaC_1 1 1 1 1 1 1 1 1
patZ 1 1 1 1 1 1 1 1
mkl_1 1 1 1 1 1 1 1 1
aadR 1 1 1 1 1 1 1 1
ynfE 1 1 1 1 1 0 1 1
ureG 1 1 0 1 1 1 1 0
ecfG_2 1 0 0 0 0 1 0 0
phyR 1 1 1 1 1 1 1 1
yhhT 1 0 0 0 0 0 0 0
glcB 1 1 1 1 1 1 1 1
cysW_2 1 0 0 0 0 1 0 0
cysT_2 1 0 0 0 0 1 0 0
cysP 1 0 0 0 0 1 0 0
cysG_1 1 1 1 1 1 1 1 1
sir_1 1 1 1 1 1 1 1 1
glsA 1 1 1 1 1 1 1 1
glnII 1 1 1 1 1 1 1 1
bdhA_1 1 1 1 1 1 0 1 1
rpmJ 1 1 1 1 1 1 1 1
mhpC 1 1 1 0 1 1 1 1
osmC 1 1 1 1 1 1 1 1
hicB 1 0 0 0 0 1 0 0
ttuE 1 1 1 1 1 1 1 1
zraR 1 0 0 0 0 0 0 0
pepF1 1 1 1 1 1 1 1 1
pntAA 1 1 1 1 1 1 1 1
pntA 1 1 1 1 1 1 1 1
pntB 1 1 1 1 1 1 1 1
bauB 1 1 1 1 1 1 1 1
btuD_8 1 1 1 1 1 1 1 1
cysW_3 1 0 0 0 0 0 0 0
rpsU 1 0 0 1 1 0 0 0
purK 1 1 1 1 1 1 1 1
purE 1 1 1 1 1 1 1 1
lhgD 1 1 1 1 1 1 1 1
rcsC_5 1 1 1 1 1 1 1 1
potA_1 1 1 1 1 1 1 1 1
potH 1 1 1 1 1 1 1 1
ydcV 1 1 1 1 1 1 1 1
scoA 1 1 1 1 1 1 1 1
scoB 1 1 1 1 1 1 1 1
futA1 1 1 1 1 1 1 1 1
fnr_1 1 0 0 0 0 0 0 0
rcsC_6 1 1 1 1 1 1 1 1
nrtD_1 1 0 0 0 0 0 0 0
cmpB_1 1 0 0 0 0 0 0 0
fpr_1 1 0 0 0 0 0 0 0
frdA 1 0 0 0 0 1 0 0
nrtD_2 1 0 0 0 0 0 0 0
ssuC_2 1 1 1 1 1 1 1 1
atzF_1 1 1 1 1 1 0 1 1
crp 1 0 1 0 0 1 0 1
tauA 1 0 0 0 0 0 0 0
ssuC_3 1 1 1 1 1 1 1 1
ylmB_1 1 1 1 1 1 1 1 1
spuC 1 0 0 0 0 0 0 0
dmsA_1 1 0 0 0 0 0 0 0
tauR_2 1 0 0 0 0 0 0 0
gsiA_3 1 1 1 1 1 1 1 1
gsiD_5 1 0 0 0 0 0 1 0
gsiC_4 1 0 0 0 0 0 0 0
gsiB_3 1 0 0 0 0 0 1 0
gltC_1 1 0 0 1 0 1 0 0
lrp_2 1 1 1 1 1 1 1 1
alr 1 0 0 0 0 0 0 0
dadA1_1 1 0 0 0 0 0 0 0
ydaD 1 1 0 1 1 1 1 0
gcvA_1 1 1 1 1 1 1 1 1
trxB 1 1 1 1 1 1 1 1
lrp_3 1 1 1 0 1 0 1 1
greA 1 1 1 1 1 1 1 1
carB_1 1 1 1 1 1 1 1 1
msrA_1 1 1 1 1 1 1 1 1
msrB_1 1 1 1 1 1 1 1 1
algC 1 0 1 1 0 0 0 1
algA 1 0 0 0 0 0 0 0
gmd_1 1 0 0 1 0 0 0 0
fcl_1 1 0 0 0 0 0 0 0
fcl_2 1 0 0 0 0 0 0 0
legI 1 0 0 0 0 0 0 0
neuA 1 0 0 0 0 0 0 0
COQ3_1 1 0 1 0 1 0 0 1
mshA_3 1 1 1 1 1 1 1 1
mshA_4 1 1 1 1 1 1 1 1
asnB_1 1 0 0 1 1 0 0 0
COQ3_2 1 0 1 0 1 0 0 1
COQ3_3 1 0 0 0 0 0 0 0
mshA_5 1 1 0 1 0 1 1 0
asnB_2 1 0 0 1 1 0 0 0
pglA 1 0 0 0 0 0 0 0
gnu 1 0 0 0 0 0 0 0
gmd_2 1 0 0 1 0 0 0 0
wbpA 1 0 0 0 1 0 0 0
wbiB 1 0 0 0 0 0 0 0
livF_5 1 1 1 1 1 1 1 1
livH_4 1 1 1 1 1 1 1 1
lptB_3 1 1 1 1 1 1 1 1
rffG_1 1 1 1 1 1 1 1 1
rmlC 1 0 0 0 0 0 0 0
rmlD 1 1 1 1 1 1 1 1
rfbA 1 1 1 1 1 1 1 1
livF_6 1 1 1 1 1 1 1 1
lptB_4 1 1 1 1 1 1 1 1
livH_5 1 1 1 1 1 1 1 1
braC_2 1 1 1 1 1 1 1 1
purU_2 1 0 0 0 0 0 0 0
livH_6 1 1 1 1 1 1 1 1
lptB_5 1 1 1 1 1 1 1 1
livF_7 1 1 1 1 1 1 1 1
rkpK 1 1 1 1 1 1 1 1
metK 1 1 1 1 1 1 1 1
ahcY 1 1 1 1 1 1 1 1
msbA 1 1 1 1 1 1 1 1
galE_2 1 1 1 1 1 1 1 1
rfaC 1 1 1 1 1 1 1 1
gmhB 1 1 1 1 1 1 1 1
gmhA_1 1 1 1 1 1 1 1 1
rfaF 1 1 1 1 1 1 1 1
hldD 1 1 1 1 1 1 1 1
hldE_1 1 1 1 0 1 1 1 1
pglF 1 1 1 1 1 1 1 1
wecA 1 1 1 0 0 1 1 1
iolG 1 1 1 1 1 0 1 1
wbpE 1 1 1 1 1 1 1 1
murJ_2 1 1 1 1 1 1 1 1
novN 1 1 1 1 1 1 1 1
cutL_2 1 1 1 1 1 1 1 1
nicB_1 1 0 0 0 0 0 0 0
thiD 1 1 1 1 1 1 1 1
COQ5_2 1 1 1 1 1 1 1 1
lpxH 1 1 1 1 1 1 1 1
mgtA 1 1 1 0 0 1 1 1
thadh 1 1 1 1 1 1 1 1
hcaT 1 1 1 1 1 1 1 1
ycjG 1 1 1 1 1 1 1 1
mkl_2 1 1 1 1 1 1 1 1
ltxB_1 1 0 0 0 0 0 0 0
prsD_2 1 0 0 0 0 0 0 0
prsE_2 1 0 0 0 0 0 0 0
arsC_1 1 1 1 1 1 1 1 1
gap3 1 0 0 0 0 0 0 0
arsR2 1 1 1 0 0 1 1 1
ghrA 1 0 0 0 0 0 0 0
gsiA_4 1 1 1 1 1 0 1 1
dppC_1 1 0 0 0 0 0 0 0
dppB_2 1 1 1 1 1 1 1 1
ddpA_1 1 1 1 0 0 0 1 1
fucA 1 1 1 1 1 0 1 1
gntR 1 1 0 1 1 1 1 0
aphA 1 0 0 0 0 0 0 0
tolQ_1 1 1 1 1 1 0 1 1
exbD_2 1 1 1 1 1 1 1 1
livF_8 1 1 1 1 1 1 1 1
lptB_6 1 1 1 1 1 1 1 1
Hnr 1 0 0 0 0 0 0 0
nicA 1 0 0 0 0 0 0 0
nicB_2 1 0 0 0 0 0 0 0
fpr_2 1 0 0 0 0 0 0 0
Ena 1 0 0 0 0 0 0 0
sodB 1 1 1 1 1 1 1 1
cinA_1 1 1 1 1 1 1 1 1
aam_2 1 1 1 1 1 1 1 1
lcfB_3 1 1 1 1 1 1 1 1
fadA_1 1 1 1 1 1 1 1 1
menE_2 1 1 1 1 1 1 1 1
acdA_2 1 1 1 1 1 1 1 1
nfnB 1 1 1 1 1 1 1 1
crt_2 1 1 1 1 1 1 1 1
dmlR_2 1 1 1 1 1 1 1 1
alkB 1 1 1 1 1 1 1 1
ilvI_1 1 1 0 1 1 1 1 0
bphC 1 1 1 1 1 1 1 1
amnC 1 0 0 0 0 0 0 0
hpcD 1 1 1 1 1 1 1 1
hpcG 1 1 1 1 1 0 1 1
hcxB 1 1 1 1 1 1 1 1
garL 1 0 0 0 0 0 0 0
eutB 1 1 1 1 1 1 1 1
hpnP 1 1 1 1 1 1 1 1
eutC 1 1 1 1 1 1 1 1
hpnC 1 1 1 1 1 1 1 1
hpnD 1 1 1 1 1 1 1 1
shc 1 1 1 1 1 1 1 1
mqnB 1 0 0 0 0 0 0 0
moaA_1 1 1 1 1 1 1 1 1
ispH_2 1 1 1 1 1 1 1 1
pigE 1 1 1 1 1 1 1 1
alkJ_1 1 1 1 1 1 1 1 1
hipO_1 1 1 1 1 1 1 1 1
oprB 1 0 0 0 0 0 0 0
zntB 1 1 1 1 1 1 1 1
yciF_1 1 1 1 1 1 1 1 1
livK 1 0 0 0 0 0 0 0
livH_7 1 1 1 1 1 1 1 1
livF_9 1 1 1 1 1 1 1 1
lptB_7 1 1 1 1 1 1 1 1
tsaQ1 1 0 1 1 0 1 0 1
fadB 1 1 1 1 1 1 1 1
lcfB_4 1 1 1 1 1 1 1 1
fadA_2 1 1 1 1 1 1 1 1
fabG_5 1 1 1 1 1 1 1 1
nasA 1 0 0 0 0 0 0 0
rsxB 1 1 1 1 1 1 1 1
sir_2 1 1 1 1 1 1 1 1
nasD 1 0 0 0 0 0 0 0
hmp_1 1 0 0 0 0 0 0 0
hmp_2 1 0 0 0 0 0 0 0
nrtC 1 1 1 1 0 1 0 1
cmpB_2 1 0 0 0 0 0 0 0
nrtA_1 1 0 0 0 0 0 0 0
nrtA_2 1 0 0 0 0 0 0 0
pdtaR_1 1 1 1 1 1 1 1 1
glpK 1 1 1 1 1 1 1 1
metH 1 1 1 1 1 1 1 1
metF 1 1 1 1 1 1 1 1
pheA 1 1 1 1 1 1 1 1
kdsB 1 1 1 1 1 1 1 1
cycM 1 1 1 1 1 1 1 1
yejB 1 1 1 1 1 1 1 1
yejE 1 1 1 1 1 1 1 1
yejF 1 1 1 1 1 1 1 1
nudF 1 1 1 1 1 1 1 1
pepA_1 1 1 1 1 1 1 1 1
sctC 1 1 1 1 1 1 1 1
cspA_2 1 1 1 1 1 1 1 1
infA 1 1 1 1 1 1 1 1
rhlE_1 1 1 1 1 1 1 1 1
amiC_4 1 1 1 1 1 1 1 1
lptB_8 1 1 1 1 1 1 1 1
livF_10 1 1 1 1 1 1 1 1
ureD 1 1 1 1 1 1 1 1
ureA1 1 1 1 1 1 1 1 1
ureB1 1 1 1 1 1 1 1 1
ureC1 1 1 1 1 1 1 1 1
sigJ 1 1 1 1 1 1 1 1
tolQ_2 1 1 1 1 1 0 1 1
exbD_3 1 1 1 1 1 1 1 1
tolB 1 1 1 1 1 1 1 1
pal_5 1 0 1 0 0 1 0 1
cpoB 1 1 1 1 0 1 1 1
tilS 1 1 1 1 1 1 1 1
ftsH 1 1 0 0 0 1 0 0
nylA_1 1 0 0 0 0 0 0 0
parA_2 1 0 0 0 0 0 0 0
lutA 1 1 1 1 1 1 1 1
bacA 1 0 1 0 0 0 0 1
groL5 1 1 1 1 1 0 1 1
groS1 1 1 1 1 1 1 0 1
chbG 1 1 1 1 1 1 1 1
hisG 1 1 1 1 1 1 1 1
hisZ 1 1 1 1 1 1 1 1
rsmE 1 1 1 1 1 1 1 1
ubiA 1 1 1 1 1 1 1 1
pmbA 1 1 1 1 1 1 1 1
cysQ_1 1 0 0 0 1 0 0 0
waaA 1 1 1 1 1 1 1 1
lpxK 1 1 1 1 1 1 1 1
xseA 1 1 1 1 1 1 1 1
menH_1 1 1 1 1 1 1 1 1
purD 1 1 1 1 1 1 1 1
ycnE_1 1 0 0 0 0 0 0 0
ycnE_2 1 0 0 0 0 0 0 0
ureE 1 1 1 1 1 1 1 1
ureF 1 1 1 1 1 1 1 1
menE_3 1 1 1 1 1 1 1 1
adh 1 0 0 0 0 0 0 0
mobA_1 1 0 1 0 1 0 0 1
tusA 1 1 1 1 1 1 1 1
ku_2 1 1 1 1 1 1 1 1
lig_1 1 1 1 1 1 1 1 1
treZ 1 1 1 1 1 1 1 1
glgX_1 1 1 1 1 1 1 1 1
glgB 1 1 1 1 1 1 1 1
glgE1 1 1 1 1 1 1 1 1
malQ 1 1 1 1 1 1 1 1
pgl 1 1 1 1 1 1 1 1
zwf2 1 1 1 1 1 1 1 1
tal 1 1 1 1 1 1 1 1
pip 1 1 1 1 1 0 1 1
aam_3 1 1 1 1 1 1 1 1
gpx1 1 1 1 1 1 1 1 1
gnl 1 1 1 1 1 1 1 1
yeaX 1 0 0 0 0 1 0 0
tsaM1_2 1 0 0 0 0 0 0 0
sseA 1 1 1 1 1 1 1 1
ettA 1 1 1 1 1 1 1 1
tam_2 1 1 1 1 1 1 1 1
phnE_1 1 0 0 0 0 0 0 0
artM_1 1 1 1 0 0 1 1 1
ptxB 1 0 1 0 0 0 0 1
bfr 1 1 1 1 1 1 1 1
phzS 1 1 1 1 1 1 1 1
rayT 1 0 0 0 1 1 1 0
thiC 1 1 1 1 1 1 1 1
thiE_1 1 1 1 1 1 1 1 1
thiG 1 1 1 1 1 1 1 1
mnmC 1 1 1 1 1 0 1 1
sasA_7 1 1 1 1 1 1 1 1
ompR_1 1 1 1 1 1 1 1 1
tpl 1 1 1 1 1 1 1 1
arsM 1 1 1 1 0 1 1 1
arsC_2 1 1 1 1 1 1 1 1
acr3 1 1 1 1 1 1 1 1
leuO 1 0 0 0 0 0 0 0
srpR 1 0 0 0 0 0 0 0
emrA_2 1 1 1 1 1 0 1 1
emrB_2 1 1 1 1 1 1 1 1
fic 1 0 0 0 0 0 0 0
amiD 1 0 0 0 1 0 1 0
rsmH 1 1 1 1 1 1 1 1
ftsI 1 1 1 1 1 1 1 1
murE 1 1 1 1 1 1 1 1
murF 1 1 1 1 1 1 1 1
mraY 1 1 1 1 1 1 1 1
murD 1 1 1 1 1 1 1 1
ftsW 1 1 1 1 1 1 1 1
murG 1 1 1 1 1 1 1 1
murC 1 1 1 1 1 1 1 1
murB 1 1 1 1 1 1 1 1
ddlB 1 1 1 1 1 1 1 1
ftsQ 1 1 1 1 1 1 1 1
ftsA 1 1 1 1 1 1 1 1
ftsZ_1 1 0 0 0 0 0 0 0
lpxC 1 1 1 1 1 1 1 1
bamD 1 1 1 1 1 1 1 1
recN 1 1 1 1 1 1 1 1
ligA_2 1 1 1 1 1 1 1 1
bcr 1 0 0 1 0 0 0 0
prmA 1 1 1 0 1 1 1 1
yadH 1 1 1 1 1 1 1 1
yadG 1 1 1 1 1 1 1 1
uvrD_1 1 0 0 0 0 0 0 0
lcdH 1 1 1 1 1 1 1 1
fumC 1 0 0 0 0 1 0 0
ssrA 1 1 1 1 1 1 1 1
thyA 1 1 1 1 1 1 1 1
dhfrIII 1 1 1 1 1 1 1 1
hflK 1 1 1 1 1 1 1 1
hflC 1 1 1 1 1 1 1 1
degP_2 1 1 1 1 1 1 1 1
rsmJ 1 1 1 1 1 1 1 1
bpsA 1 0 0 0 0 0 0 0
speH 1 0 0 0 0 0 0 0
nphR_1 1 0 0 0 0 0 0 0
phnK_1 1 0 0 0 0 0 0 0
livF_11 1 1 1 1 1 1 1 1
livH_8 1 1 1 1 1 1 1 1
dmfA2 1 0 0 0 0 0 0 0
norR 1 1 1 1 1 1 1 1
nrtB 1 1 1 1 1 1 1 1
cmpD_1 1 1 1 1 0 1 1 1
cynS 1 1 1 1 1 1 1 1
smtB 1 1 1 1 1 1 1 1
asnB_3 1 0 0 0 0 0 0 0
ppaX 1 0 0 0 0 0 0 0
rifL 1 0 0 0 0 0 0 0
nagK 1 0 0 0 0 0 0 0
rifK 1 0 0 0 0 0 0 0
menE_4 1 1 1 1 0 0 0 1
moaA_2 1 1 1 1 1 1 1 1
miaB_2 1 1 1 1 1 1 1 1
hisC_1 1 0 0 0 0 0 0 0
btrK 1 0 0 0 0 0 0 0
livH_9 1 1 1 1 1 1 1 1
btuD_9 1 1 1 1 1 1 1 0
codA 1 0 0 0 0 0 0 0
cnbH_1 1 0 0 1 1 1 0 0
bfrD 1 1 1 1 1 1 1 1
tolQ_3 1 1 1 1 1 0 1 1
exbD_4 1 1 1 1 1 0 1 1
LRA5 1 1 1 0 1 1 1 1
araC_1 1 1 1 1 1 1 1 1
ugpC_3 1 1 1 1 1 1 1 1
lacF_2 1 0 0 0 0 1 0 0
ycjP_1 1 0 0 1 0 0 0 0
denD 1 1 1 1 1 1 1 1
fadA_3 1 1 1 1 1 1 1 1
FCS1 1 0 0 0 0 0 0 0
bauC 1 1 1 1 1 1 1 1
mmgC_1 1 1 1 1 1 1 1 1
caiD_2 1 1 1 1 1 1 1 1
mmsB 1 1 1 1 1 1 1 1
acsA_2 1 1 1 1 1 1 1 1
paaG_2 1 1 1 1 1 1 1 1
aam_4 1 0 1 1 0 0 0 1
hipO_2 1 1 1 1 1 1 1 1
nagX 1 0 0 0 0 0 0 0
menH_2 1 1 1 1 1 1 1 1
cysE 1 1 1 1 1 1 1 1
yrdA 1 1 1 1 1 1 1 1
rcsC_7 1 1 1 1 1 1 1 1
IMPDH_3 1 0 0 0 0 0 0 0
fixK_2 1 0 0 0 0 0 0 0
ydjA 1 1 0 1 1 1 1 0
thrS 1 1 1 1 1 1 1 1
pbuE 1 1 1 0 0 1 0 1
ftsZ_2 1 0 0 0 0 0 0 0
cspA_3 1 1 1 1 1 1 1 1
chrA 1 0 1 1 0 1 1 1
yidD 1 1 1 1 1 1 1 1
folE 1 1 1 1 1 1 1 1
hisI 1 1 1 1 1 1 1 1
rcsC_8 1 1 1 1 1 1 1 1
ydiO 1 0 0 0 0 0 0 0
nadK 1 1 1 1 1 1 1 1
rlmB 1 1 1 1 1 1 1 1
fecI_1 1 0 0 0 0 0 0 0
fecR_1 1 0 1 0 0 0 0 1
fecR_2 1 0 1 0 0 0 0 1
tolQ_4 1 0 1 0 0 0 1 1
exbD_5 1 0 1 1 1 0 1 1
surA_1 1 0 1 0 0 0 0 1
macB_1 1 0 0 0 0 0 0 0
macA_1 1 1 1 1 1 0 1 1
acrE 1 0 0 0 0 0 0 0
acrB_1 1 0 0 0 0 0 0 0
ttgI 1 1 1 0 0 1 0 1
ltxB_2 1 0 0 0 0 0 0 0
hlyD 1 0 0 0 0 0 1 0
glgX_2 1 1 1 1 1 1 1 1
yciF_2 1 1 1 1 1 1 1 1
ldhA 1 0 0 0 0 0 0 0
lutP 1 0 0 0 0 0 0 0
carC_1 1 1 1 1 1 1 1 1
lvr_1 1 0 0 0 0 0 0 0
tufA_1 1 1 1 1 1 1 1 1
pcaR_2 1 0 0 0 0 0 0 0
pht3 1 0 0 0 0 0 0 0
atdA1 1 1 1 1 1 1 1 1
braC_3 1 1 1 1 1 1 1 1
livH_10 1 1 1 1 1 1 1 1
lptB_9 1 1 1 1 1 1 1 1
livF_12 1 1 1 1 1 1 1 1
secE 1 1 1 1 1 1 1 1
nusG 1 1 1 1 1 1 1 1
rplK 1 1 1 1 1 1 1 1
rplA 1 1 1 1 1 1 1 1
iorA 1 0 0 0 0 0 0 0
iorB 1 0 0 0 0 0 0 0
rplJ 1 1 1 1 1 1 1 1
rplL 1 1 1 1 1 1 1 1
rpoB 1 1 1 1 1 1 1 1
rpoC 1 1 1 1 1 1 1 1
rpsL 1 1 1 1 1 1 1 1
rpsG 1 1 1 1 1 1 1 1
fusA_2 1 1 1 1 1 1 1 1
tufA_2 1 1 1 1 1 1 1 1
rpsJ 1 1 1 1 1 1 1 1
rplC 1 1 1 1 1 1 1 1
rplD 1 1 1 1 1 1 1 1
rplW 1 1 1 1 1 1 1 1
rplB 1 1 1 1 1 1 1 1
rpsS 1 1 1 1 1 1 1 1
rplV 1 1 1 1 1 1 1 1
rpsC 1 1 1 1 1 1 1 1
rplP 1 1 1 1 1 1 1 1
rpmC 1 1 1 1 1 1 1 1
rpsQ 1 1 1 1 1 1 1 1
rplN 1 1 1 1 1 1 1 1
rplX 1 1 1 1 1 1 1 1
rplE 1 1 1 1 1 1 1 1
rpsN 1 1 1 1 1 1 1 1
rpsH 1 1 1 1 1 1 1 1
rplF 1 1 1 1 1 1 1 1
rplR 1 1 1 1 1 1 1 1
rpsE 1 1 1 1 1 1 1 1
rpmD 1 1 1 1 1 1 1 1
rplO 1 1 1 1 1 1 1 1
secY 1 1 1 1 1 1 1 1
adk 1 1 1 1 1 1 1 1
rpsM 1 1 1 1 1 1 1 1
rpsK 1 1 1 1 1 1 1 1
rpoA 1 1 1 1 1 1 1 1
rplQ 1 1 1 1 1 1 1 1
bdhA_2 1 1 1 1 1 0 1 1
degQ 1 1 1 1 1 1 1 1
rarA 1 1 1 1 1 1 1 1
nbzA 1 1 1 1 1 1 1 1
fitB_2 1 1 0 0 0 0 0 0
flhB_1 1 1 1 1 1 1 1 1
bla 1 1 1 1 1 1 1 1
pccB_1 1 1 1 1 1 1 1 1
araD 1 1 1 1 1 1 1 1
qheDH 1 1 1 1 1 1 1 1
sasA_8 1 1 1 1 1 1 1 1
phrA 1 1 1 1 1 1 1 1
carB_2 1 1 1 1 1 1 1 1
yccX 1 1 1 0 1 1 0 1
lipB 1 1 1 1 1 1 1 1
sasA_9 1 1 1 1 1 1 1 1
ompR_2 1 1 1 1 1 1 1 1
mgtE 1 1 1 1 1 1 1 1
dkgB_2 1 1 1 1 1 1 1 1
panC 1 1 1 1 1 1 1 1
clpS 1 1 1 1 1 1 1 1
clpA 1 1 1 1 1 1 1 1
dinB 1 0 1 1 1 1 0 1
divK 1 1 1 1 1 1 1 1
pleD_1 1 0 0 0 0 0 0 0
rpmG 1 1 1 1 1 1 1 1
rnr 1 1 1 1 1 1 1 1
topA 1 1 1 1 1 1 1 1
plsY 1 1 1 1 1 1 1 1
pyrC 1 1 1 1 1 1 1 1
pyrB 1 1 1 1 1 1 1 1
ipdC 1 1 1 1 1 1 1 1
vanXB 1 0 0 0 0 0 0 0
aidB 1 0 0 0 0 0 0 0
yrrK 1 0 0 0 0 1 0 0
ohyA 1 0 0 0 0 0 0 0
pnoA 1 1 1 0 1 0 1 1
gatC 1 1 1 1 1 1 1 1
gatA_2 1 1 1 1 1 1 1 1
gatB 1 1 1 1 1 1 1 1
panB 1 1 1 1 1 1 1 1
der 1 1 1 1 1 1 1 1
tetA 1 1 1 1 1 1 1 1
yciK 1 1 1 1 1 1 1 1
purF_2 1 0 0 0 0 0 0 0
radA 1 1 1 1 1 1 1 1
alr1 1 1 1 1 1 1 1 1
dnaC 1 1 1 1 1 1 1 1
rplI 1 1 1 1 1 1 1 1
rpsR 1 1 1 1 1 1 1 1
rpsF 1 1 1 1 1 1 1 1
fabD 1 1 1 1 1 1 1 1
fabG_6 1 1 1 1 1 1 1 1
acpP 1 1 1 1 1 1 1 1
fabF_1 1 1 1 1 1 1 1 1
mltG 1 1 1 1 1 1 1 1
gmk 1 1 1 1 1 1 1 1
adhT_2 1 1 1 1 1 1 1 1
rsmA_2 1 1 1 1 1 1 1 1
pdxA2 1 1 1 0 1 0 0 1
surA_2 1 0 1 0 0 0 0 1
lptD 1 1 1 1 1 1 1 1
lptG 1 1 1 1 1 1 1 1
pepA_2 1 1 1 1 1 1 1 1
yheS_2 1 1 1 1 1 1 1 1
ndk 1 1 1 1 1 1 1 1
cspA_4 1 0 0 0 0 0 0 0
purN 1 1 1 1 1 1 1 1
purM 1 1 1 1 1 1 1 1
pgsA_2 1 1 1 1 1 1 1 1
ppk 1 1 1 1 1 1 1 1
gppA_1 1 0 0 0 0 0 0 0
rnd_2 1 1 1 1 1 1 1 1
selO 1 1 1 1 1 0 1 1
aspS 1 1 1 1 1 1 1 1
dme 1 1 1 1 1 1 1 1
ylmB_2 1 1 1 1 1 1 1 1
kup 1 0 0 0 0 1 0 0
ctb 1 1 1 0 0 1 1 1
yghU 1 1 1 1 1 1 1 1
cshA 1 0 0 0 0 0 0 0
yijE_1 1 0 0 0 0 0 0 0
ycjP_2 1 0 0 1 0 0 0 0
msmX 1 1 1 1 1 1 1 1
ghrB_1 1 0 0 0 0 0 0 0
nylA_2 1 0 0 0 0 0 0 0
cntO_1 1 1 1 0 1 0 0 1
betI_1 1 0 1 1 0 1 0 1
glnA 1 1 0 0 1 1 1 0
glnB_2 1 1 1 1 1 1 1 1
nnr 1 1 1 1 1 1 1 1
mmcO 1 1 1 1 1 1 1 1
tig 1 1 1 1 1 1 1 1
clpP 1 1 1 1 1 1 1 1
clpX 1 1 1 1 1 1 1 1
lon_1 1 1 0 0 0 0 0 0
bepE_1 1 1 1 1 1 1 1 1
bepF_1 1 1 1 1 1 1 1 1
pepT 1 1 1 1 1 1 1 1
hup 1 1 1 1 1 1 1 1
ndhC_2 1 1 1 1 1 1 1 1
nuoB_2 1 1 1 1 1 1 1 1
nqo5 1 1 1 1 1 1 1 1
nuoD 1 1 1 1 1 1 1 1
nqo1 1 1 1 1 1 1 1 1
nqo3 1 1 1 1 1 1 1 1
nuoH_2 1 1 1 1 1 1 1 1
nuoI_2 1 1 1 1 1 1 1 1
nuoJ_2 1 1 1 1 1 1 1 1
