#This file contains six matrices: shared distinct genes (1), unshared distinct genes (2), shared informative distinct genes (3), unshared informative distinct genes (4), total shared genes (5) and total unshared genes (6).

#shared distinct genes
Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,
31,10,3,11,18,11,11,12,13,2,2,2,584,2,12,13,13,13,20,10,19,3,11,12,71,16,14,1,13,18,47,588,3,14,2,46,
32,3,4,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,524,3,2,3,
33,17,4,25,18,25,25,17,57,2,2,2,14,2,22,59,57,57,18,19,18,3,26,19,13,60,70,1,270,15,12,14,3,590,2,12,
34,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,455,2,
35,11,5,12,16,12,12,11,12,2,2,2,45,2,11,12,12,12,16,13,17,3,12,11,40,12,13,1,12,14,126,46,3,12,2,580,

#unshared (all) genes
Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,
1,0,1127,1146,1170,1147,1147,1137,1135,971,970,960,1156,968,1144,1147,1135,1147,1178,1116,1170,972,1148,1103,1172,1136,1145,978,1133,1156,1156,1158,1108,1146,1041,1148,
2,1127,0,1129,1139,1130,1130,1114,1118,928,927,917,1127,925,1125,1132,1118,1130,1147,1089,1141,931,1131,1076,1139,1119,1130,935,1114,1129,1127,1129,1063,1129,998,1117,
3,1146,1129,0,1164,1,1,1135,1113,973,972,962,1156,970,1136,1125,1113,1125,1172,1112,1164,976,4,1099,1170,1120,1125,980,1117,1158,1156,1158,1110,1132,1043,1148,
4,1170,1139,1164,0,1165,1165,1145,1145,981,980,970,1150,978,1158,1159,1145,1157,14,1126,1006,984,1166,1113,1166,1146,1155,988,1143,1158,1160,1152,1118,1154,1051,1148,
5,1147,1130,1,1165,0,2,1136,1114,974,973,963,1157,971,1137,1126,1114,1126,1173,1113,1165,977,3,1100,1171,1121,1126,981,1118,1159,1157,1159,1111,1133,1044,1149,
6,1147,1130,1,1165,2,0,1136,1114,974,973,963,1157,971,1137,1126,1114,1126,1173,1113,1165,977,5,1100,1171,1121,1126,981,1118,1159,1157,1159,1111,1133,1044,1149,
7,1137,1114,1135,1145,1136,1136,0,1122,956,955,945,1137,953,1131,1134,1122,1134,1153,1099,1147,959,1139,1086,1149,1123,1132,963,1122,1135,1141,1139,1093,1131,1026,1133,
8,1135,1118,1113,1145,1114,1114,1122,0,960,959,949,1139,957,1119,18,0,22,1153,1093,1145,963,1113,1080,1153,1055,1052,967,1040,1137,1143,1141,1097,1055,1030,1135,
9,971,928,973,981,974,974,956,960,0,765,749,967,755,967,974,960,972,989,933,983,771,975,920,981,961,972,773,958,971,971,969,905,971,838,961,
10,970,927,972,980,973,973,955,959,765,0,756,966,764,966,973,959,971,988,932,982,770,974,919,980,960,971,772,957,970,970,968,902,970,835,960,
11,960,917,962,970,963,963,945,949,749,756,0,956,740,956,963,949,961,978,922,972,760,964,909,970,950,961,762,947,960,960,958,894,960,827,950,
12,1156,1127,1156,1150,1157,1157,1137,1139,967,966,956,0,964,1148,1153,1139,1151,1156,1118,1150,970,1158,1101,1044,1136,1149,974,1137,1142,1086,6,1104,1148,1037,1076,
13,968,925,970,978,971,971,953,957,755,764,740,964,0,964,971,957,969,986,930,980,768,972,917,978,958,969,770,955,968,968,966,902,968,835,958,
14,1144,1125,1136,1158,1137,1137,1131,1119,967,966,956,1148,964,0,1133,1119,1131,1166,1104,1158,970,1138,1091,1164,1116,1131,974,1119,1148,1154,1150,1104,1132,1037,1144,
15,1147,1132,1125,1159,1126,1126,1134,18,974,973,963,1153,971,1133,0,18,36,1167,1107,1159,977,1125,1094,1167,1067,1062,981,1054,1151,1157,1155,1111,1065,1044,1149,
16,1135,1118,1113,1145,1114,1114,1122,0,960,959,949,1139,957,1119,18,0,22,1153,1093,1145,963,1113,1080,1153,1055,1052,967,1040,1137,1143,1141,1097,1055,1030,1135,
17,1147,1130,1125,1157,1126,1126,1134,22,972,971,961,1151,969,1131,36,22,0,1165,1105,1157,975,1125,1092,1165,1067,1064,979,1052,1149,1155,1153,1109,1067,1042,1147,
18,1178,1147,1172,14,1173,1173,1153,1153,989,988,978,1156,986,1166,1167,1153,1165,0,1134,1014,992,1174,1121,1170,1152,1163,996,1151,1164,1166,1156,1126,1162,1059,1156,
19,1116,1089,1112,1126,1113,1113,1099,1093,933,932,922,1118,930,1104,1107,1093,1105,1134,0,1128,936,1114,999,1132,1092,1103,940,1091,1118,1118,1120,1070,1104,1003,1106,
20,1170,1141,1164,1006,1165,1165,1147,1145,983,982,972,1150,980,1158,1159,1145,1157,1014,1128,0,986,1166,1115,1168,1148,1159,990,1147,1160,1158,1152,1120,1156,1053,1148,
21,972,931,976,984,977,977,959,963,771,770,760,970,768,970,977,963,975,992,936,986,0,978,923,984,964,975,778,961,974,974,972,908,974,841,964,
22,1148,1131,4,1166,3,5,1139,1113,975,974,964,1158,972,1138,1125,1113,1125,1174,1114,1166,978,0,1101,1172,1120,1125,982,1117,1160,1158,1160,1112,1132,1045,1150,
23,1103,1076,1099,1113,1100,1100,1086,1080,920,919,909,1101,917,1091,1094,1080,1092,1121,999,1115,923,1101,0,1119,1075,1092,927,1076,1103,1103,1103,1057,1091,990,1097,
24,1172,1139,1170,1166,1171,1171,1149,1153,981,980,970,1044,978,1164,1167,1153,1165,1170,1132,1168,984,1172,1119,0,1152,1161,988,1153,1154,1108,1046,1118,1164,1051,1100,
25,1136,1119,1120,1146,1121,1121,1123,1055,961,960,950,1136,958,1116,1067,1055,1067,1152,1092,1148,964,1120,1075,1152,0,1057,968,1039,1138,1142,1136,1098,1050,1031,1136,
26,1145,1130,1125,1155,1126,1126,1132,1052,972,971,961,1149,969,1131,1062,1052,1064,1163,1103,1159,975,1125,1092,1161,1057,0,979,1034,1151,1155,1151,1109,1041,1042,1145,
27,978,935,980,988,981,981,963,967,773,772,762,974,770,974,981,967,979,996,940,990,778,982,927,988,968,979,0,965,978,978,976,912,978,843,968,
28,1133,1114,1117,1143,1118,1118,1122,1040,958,957,947,1137,955,1119,1054,1040,1052,1151,1091,1147,961,1117,1076,1153,1039,1034,965,0,1137,1141,1139,1095,627,1028,1133,
29,1156,1129,1158,1158,1159,1159,1135,1137,971,970,960,1142,968,1148,1151,1137,1149,1164,1118,1160,974,1160,1103,1154,1138,1151,978,1137,0,1148,1142,1108,1150,1041,1142,
30,1156,1127,1156,1160,1157,1157,1141,1143,971,970,960,1086,968,1154,1157,1143,1155,1166,1118,1158,974,1158,1103,1108,1142,1155,978,1141,1148,0,1084,1108,1156,1041,918,
31,1158,1129,1158,1152,1159,1159,1139,1141,969,968,958,6,966,1150,1155,1141,1153,1156,1120,1152,972,1160,1103,1046,1136,1151,976,1139,1142,1084,0,1106,1150,1039,1076,
32,1108,1063,1110,1118,1111,1111,1093,1097,905,902,894,1104,902,1104,1111,1097,1109,1126,1070,1120,908,1112,1057,1118,1098,1109,912,1095,1108,1108,1106,0,1108,975,1098,
33,1146,1129,1132,1154,1133,1133,1131,1055,971,970,960,1148,968,1132,1065,1055,1067,1162,1104,1156,974,1132,1091,1164,1050,1041,978,627,1150,1156,1150,1108,0,1041,1146,
34,1041,998,1043,1051,1044,1044,1026,1030,838,835,827,1037,835,1037,1044,1030,1042,1059,1003,1053,841,1045,990,1051,1031,1042,843,1028,1041,1041,1039,975,1041,0,1031,
35,1148,1117,1148,1148,1149,1149,1133,1135,961,960,950,1076,958,1144,1149,1135,1147,1156,1106,1148,964,1150,1097,1100,1136,1145,968,1133,1142,918,1076,1098,1146,1031,0,
