Homology group id,Class,Genome 1,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9,Genome 10,Genome 11,Genome 12,Genome 13
207888,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207889,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207890,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207891,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207892,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207898,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207902,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207903,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207904,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207905,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207907,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207908,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207909,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207910,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207911,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207914,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207915,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207916,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207919,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207920,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207923,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207924,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207925,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207928,core,1,1,1,1,1,2,1,1,2,1,1,1,1
207930,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207931,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207932,core,2,2,2,2,4,2,2,2,2,2,2,2,2
207934,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207935,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207936,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207937,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207938,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207939,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207940,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207941,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207942,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207943,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207944,core,2,1,1,1,1,1,1,1,1,1,1,1,1
207947,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207948,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207949,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207950,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207951,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207952,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207953,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207954,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207955,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207956,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207957,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207958,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207959,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207960,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207961,core,2,1,1,1,1,1,1,1,1,1,1,1,1
207962,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207963,core,2,1,1,1,1,1,1,1,1,1,1,1,1
207964,core,2,1,1,1,1,1,1,1,1,1,1,1,1
207965,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207966,core,2,1,1,1,1,1,1,1,1,1,1,1,1
207967,core,2,1,1,1,1,1,1,1,1,1,1,1,1
207970,core,2,1,1,1,1,1,1,1,1,1,1,1,1
207971,core,3,1,1,1,1,1,1,1,1,1,1,1,1
207972,core,2,1,1,1,1,1,1,1,1,1,1,1,1
207974,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207975,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207976,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207981,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207982,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207983,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207984,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207985,core,1,1,2,1,1,1,1,2,1,1,1,1,1
207986,core,1,1,2,1,2,1,1,2,1,1,1,1,1
207987,core,1,1,2,1,1,1,1,2,1,1,1,1,1
207988,core,1,1,2,1,1,1,1,2,1,1,1,1,1
207989,core,1,1,2,1,1,1,1,2,1,1,1,1,1
207990,core,1,1,2,1,1,1,1,2,1,1,1,1,1
207992,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207993,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207994,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207995,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207996,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207997,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
207998,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208003,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208004,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208007,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208008,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208009,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208010,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208011,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208012,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208013,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208014,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208015,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208016,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208017,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208019,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208021,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208022,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208023,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208024,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208025,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208026,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208027,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208028,core,1,1,1,1,1,1,1,1,1,2,1,1,2
208029,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208030,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208031,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208032,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208033,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208034,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208035,core,1,1,1,1,1,1,1,1,1,2,1,1,2
208036,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208038,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208039,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208040,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208041,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208042,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208043,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208044,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208045,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208046,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208054,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208060,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208063,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208064,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208065,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208066,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208067,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208068,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208069,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208070,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208072,core,1,1,1,1,1,2,1,1,2,1,1,1,1
208074,core,1,1,1,1,1,2,1,1,2,1,1,1,1
208076,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208077,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208078,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208079,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208080,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208081,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208082,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208083,core,1,1,2,2,2,1,1,2,1,1,1,1,1
208087,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208088,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208092,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208093,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208094,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208095,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208097,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208098,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208099,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208100,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208101,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208103,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208104,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208105,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208106,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208108,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208109,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208110,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208114,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208117,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208118,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208119,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208120,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208121,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208128,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208129,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208132,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208133,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208134,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208139,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208141,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208142,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208143,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208144,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208145,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208146,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208147,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208148,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208149,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208150,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208151,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208152,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208153,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208154,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208155,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208157,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208158,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208159,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208160,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208161,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208162,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208163,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208164,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208165,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208166,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208167,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208168,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208169,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208170,core,1,1,1,1,1,2,1,1,1,1,1,1,1
208172,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208173,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208174,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208175,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208177,core,1,1,1,1,1,1,1,1,1,1,1,1,2
208178,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208179,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208181,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208182,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208183,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208184,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208185,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208186,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208187,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208188,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208192,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208193,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208194,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208195,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208196,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208197,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208198,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208199,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208200,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208201,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208202,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208203,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208204,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208205,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208206,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208207,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208208,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208209,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208210,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208211,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208214,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208215,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208216,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208221,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208223,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208224,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208225,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208226,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208228,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208229,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208230,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208231,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208232,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208233,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208234,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208235,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208236,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208237,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208238,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208239,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208240,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208241,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208242,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208243,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208244,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208245,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208246,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208247,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208248,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208249,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208250,core,1,1,2,1,1,1,1,1,1,2,1,1,1
208252,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208253,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208254,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208255,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208256,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208257,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208258,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208259,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208261,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208262,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208263,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208264,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208265,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208271,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208272,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208273,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208274,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208275,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208276,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208277,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208278,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208279,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208280,core,1,1,2,1,1,1,1,1,1,1,1,1,1
208281,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208282,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208283,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208284,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208285,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208286,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208287,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208288,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208289,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208291,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208292,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208293,core,2,1,1,1,1,1,1,1,1,1,1,1,1
208294,core,3,1,1,1,1,1,1,1,1,1,1,1,1
208295,core,2,1,1,1,1,1,1,1,1,1,1,1,1
208296,core,2,1,1,1,1,1,1,1,1,1,1,1,1
208301,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208302,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208306,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208307,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208309,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208317,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208319,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208320,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208321,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208322,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208323,core,1,1,1,1,1,2,1,1,1,1,1,1,1
208324,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208325,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208326,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208327,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208328,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208329,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208330,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208331,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208332,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208333,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208335,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208336,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208337,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208338,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208339,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208340,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208341,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208342,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208343,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208344,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208348,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208349,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208350,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208351,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208352,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208353,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208354,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208355,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208356,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208357,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208358,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208359,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208360,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208361,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208362,core,2,2,2,2,2,1,2,2,1,2,2,2,2
208365,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208368,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208369,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208370,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208371,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208372,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208373,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208374,core,3,3,3,3,3,3,3,3,3,4,3,3,4
208375,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208376,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208377,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208378,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208379,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208380,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
