#This file contains six matrices: shared distinct genes (1), unshared distinct genes (2), shared informative distinct genes (3), unshared informative distinct genes (4), total shared genes (5) and total unshared genes (6).

#shared distinct genes
Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,
44,4963,463,4810,5407,2608,4440,1833,1761,745,2463,4966,2548,4514,5397,2045,2372,2143,4598,4966,4794,4546,4679,2954,2444,2055,5100,5190,4712,1462,2088,1276,4850,1628,1050,4959,5174,2684,1704,4875,4858,5098,2099,2871,0,1627,2076,2037,4891,2335,4796,4887,2616,2617,4612,1849,2049,2062,4879,4857,4631,4856,2380,2642,4867,1993,2424,1975,4937,1508,4948,731,2104,2074,2549,850,4913,1835,2624,1600,386,4838,1848,4793,
45,5128,1668,5013,5592,2895,4637,1728,224,1788,2740,5131,2931,4635,5582,2214,2549,2158,4769,5131,5019,4731,4842,3231,2583,2236,5235,5349,4875,1251,1827,1803,5007,1743,1899,5124,5335,2913,1511,4984,5029,5233,2110,3038,1627,0,2209,1722,5014,2690,4931,5010,2891,2888,4785,1894,2482,1855,5108,5030,4804,5029,2703,2929,5122,1792,2763,1782,5112,2001,5071,1726,2511,1809,2942,1787,5144,1528,2849,2003,1637,4973,1883,4986,
46,5043,2085,4948,5541,2194,4556,2459,2351,2207,1931,5046,3200,4674,5531,1457,1868,2707,4690,5046,4974,4682,4803,3450,3048,1387,5194,5310,4828,2010,2666,2280,4926,2258,2350,5039,5296,2758,2274,4927,4972,5194,2739,2323,2076,2209,0,2593,4999,2989,4900,4951,2198,2195,4702,2429,2731,2626,5005,4967,4723,4966,2510,2734,5043,2551,3076,2539,5045,2490,5058,2139,2742,2666,3199,2172,5043,2427,2190,2548,2092,4918,2424,4929,
47,5416,2050,5313,5924,3257,4963,1702,1874,2086,3066,5417,3257,4963,5914,2572,2931,2588,5119,5417,5215,5039,5062,3551,2935,2596,5579,5597,5225,1707,1707,2183,5279,2051,2163,5410,5585,3319,1705,5288,5373,5577,2514,3422,2037,1722,2593,0,5294,3024,5245,5322,3261,3260,5133,2218,2778,2059,5444,5372,5150,5371,3025,3253,5426,1980,3081,1980,5380,2259,5315,2114,2777,1697,3256,2147,5484,640,3185,2397,2055,5285,2205,5366,
48,3800,4954,3243,4244,5553,3169,5192,5124,4980,5484,3801,5687,3435,4240,4990,5383,5564,3461,3801,3199,3403,2406,5801,5563,5000,3769,3891,3665,4931,5281,4979,3571,5125,5085,3790,3877,5447,5003,3458,3691,3763,5430,5734,4891,5014,4999,5294,0,5546,1569,3674,5565,5562,3473,5302,5330,5145,3652,3686,3490,3689,5107,5425,3340,5066,5605,5096,3606,4981,285,4912,5341,5261,5682,4947,3690,5126,5565,5287,4921,3557,5295,3630,
49,5590,2360,5395,6084,3429,5115,2878,2832,2424,3306,5593,2227,5171,6074,2938,3035,3080,5251,5593,5437,5229,5344,3499,3247,2940,5765,5773,5387,2599,3129,2509,5421,2705,2537,5586,5757,3339,2783,5450,5535,5765,3074,3492,2335,2690,2989,3024,5546,0,5463,5484,3439,3436,5267,2496,2336,3127,5474,5530,5286,5529,3049,3263,5504,3060,1527,3044,5604,2735,5585,2360,2271,3129,2242,2431,5512,2854,3005,2255,2359,5493,2493,5308,
50,3751,4857,3198,4235,5478,3104,5153,5053,4893,5381,3752,5614,3340,4229,4917,5292,5493,3420,3752,3168,3360,2363,5718,5480,4929,3780,3764,3632,4858,5270,4900,3484,5052,4996,3741,3746,5378,4928,3423,3650,3778,5347,5679,4796,4931,4900,5245,1569,5463,0,3613,5490,5487,3434,5225,5251,5140,3647,3645,3453,3644,5036,5368,3373,5059,5530,5087,3609,5004,1642,4827,5270,5258,5611,4876,3685,5053,5498,5194,4830,3534,5224,3615,
51,2256,4932,3929,2968,5463,3345,5198,5134,4982,5396,2255,5637,2067,2958,4966,5319,5504,1869,2259,4065,1909,3344,5649,5345,4950,2619,2689,2305,4927,5423,4981,2581,5073,5087,2252,2675,5443,5021,3714,2401,2615,5320,5648,4887,5010,4951,5322,3674,5484,3613,0,5465,5462,1873,5270,5296,5325,3972,2392,1892,2393,5093,5409,4126,5254,5555,5248,2160,5169,3729,4884,5297,5415,5648,4973,4018,5136,5503,5263,4915,2179,5271,3926,
52,5605,2623,5456,5997,48,5148,2979,3025,2701,2625,5608,3410,5236,5987,2145,2536,2991,5278,5610,5526,5236,5349,3682,3424,2071,5704,5834,5378,2738,3316,2808,5458,2828,2848,5603,5822,3224,2908,5503,5492,5702,3075,2155,2616,2891,2198,3261,5565,3439,5490,5465,0,25,5292,2981,3189,3214,5511,5489,5311,5490,2962,3192,5557,3145,3458,3129,5555,3000,5624,2635,3184,3300,3421,2724,5549,3069,2702,3084,2626,5454,2972,5467,
53,5600,2622,5453,5994,45,5145,2978,3022,2700,2624,5603,3407,5233,5984,2144,2531,2986,5275,5605,5525,5233,5346,3681,3421,2070,5701,5831,5375,2737,3311,2807,5457,2827,2847,5598,5819,3217,2907,5500,5489,5699,3074,2152,2617,2888,2195,3260,5562,3436,5487,5462,25,0,5289,2976,3184,3213,5508,5486,5308,5487,2959,3191,5554,3144,3455,3128,5552,2997,5621,2634,3181,3297,3418,2721,5546,3068,2697,3083,2625,5451,2969,5464,
54,1751,4657,3742,2853,5292,3036,4961,4903,4711,5171,1752,5466,1894,2847,4725,5142,5337,82,1758,3850,1826,3157,5488,5194,4717,2542,2706,2176,4700,5236,4720,2458,4890,4834,1749,2690,5162,4788,3539,2278,2538,5169,5509,4612,4785,4702,5133,3473,5267,3434,1873,5292,5289,0,5089,5061,5140,3767,2271,87,2268,4834,5130,3911,5071,5348,5055,1741,4984,3532,4619,5080,5230,5475,4708,3813,4951,5306,5040,4646,2104,5090,3697,
55,5380,1836,5261,5884,2973,4911,2030,2044,1928,2918,5383,3089,4957,5874,2440,2679,2184,5073,5383,5275,4997,5110,3381,2733,2468,5563,5567,5195,1541,2295,2003,5277,1577,2055,5376,5555,3211,1835,5178,5325,5563,2346,3112,1849,1894,2429,2218,5302,2496,5225,5270,2981,2976,5089,0,2628,2181,5316,5322,5108,5321,2905,3125,5376,2114,2639,2102,5402,2265,5355,1910,2651,2277,3092,1929,5354,2026,2701,1681,1833,5255,45,5122,
56,5396,2072,5229,5828,3181,4893,2632,2624,2154,3088,5399,2517,4957,5818,2690,2787,2836,5043,5399,5221,4985,5116,3261,3157,2710,5539,5609,5153,2337,2903,2111,5247,2449,2265,5396,5595,3177,2491,5330,5307,5539,2848,3208,2049,2482,2731,2778,5330,2336,5251,5296,3189,3184,5061,2628,0,2841,5316,5302,5080,5301,2837,2917,5304,2766,2355,2748,5390,2509,5391,2062,1311,2901,2522,2123,5354,2582,2877,2557,2077,5253,2627,5210,
57,5355,2073,5248,5823,3216,5038,1867,2011,2165,3187,5358,3266,4952,5811,2633,2986,2581,5126,5360,5150,5022,5153,3538,2876,2657,5378,5696,5182,1736,1632,2130,5362,2034,2286,5355,5682,3342,668,5377,5316,5376,2365,3389,2062,1855,2626,2059,5145,3127,5140,5325,3214,3213,5140,2181,2841,0,5449,5313,5159,5314,3036,3292,5151,135,3156,265,5167,2146,5200,2111,2868,1612,3273,2142,5489,1871,3248,2412,2050,5294,2174,5421,
58,4038,4918,3821,4512,5507,2495,5326,5228,4976,5388,4041,5639,3783,4494,5022,5373,5628,3743,4041,3905,3717,3614,5917,5625,5014,4205,4273,3879,5003,5529,4983,3959,5181,5095,4034,4257,5475,5113,2730,3893,4203,5544,5768,4879,5108,5005,5444,3652,5474,3647,3972,5511,5508,3767,5316,5316,5449,0,3890,3782,3891,5159,5469,3902,5374,5507,5350,4046,5185,3719,4908,5287,5517,5632,4969,122,5252,5471,5313,4919,3623,5309,1276,
59,2576,4908,3829,1904,5481,3361,5210,5142,4924,5404,2577,5667,2381,1886,4976,5363,5562,2263,2581,3947,1997,3434,5693,5475,4956,1689,3017,1329,4949,5437,4961,2851,5141,5031,2576,3003,5371,5003,3940,33,1685,5398,5724,4857,5030,4967,5372,3686,5530,3645,2392,5489,5486,2271,5322,5302,5313,3890,0,2288,15,5053,5371,3986,5242,5599,5222,2554,5191,3747,4846,5323,5431,5664,4933,3944,5184,5545,5297,4893,2333,5321,3974,
60,1764,4674,3761,2868,5311,3057,4980,4922,4730,5190,1765,5485,1911,2862,4744,5161,5356,101,1771,3871,1843,3174,5509,5213,4736,2557,2723,2189,4719,5255,4739,2473,4911,4853,1762,2705,5181,4807,3554,2295,2553,5190,5528,4631,4804,4723,5150,3490,5286,3453,1892,5311,5308,87,5108,5080,5159,3782,2288,0,2285,4853,5149,3928,5090,5367,5074,1756,5003,3547,4638,5099,5249,5494,4727,3828,4970,5325,5059,4665,2119,5109,3712,
61,2575,4907,3828,1909,5482,3362,5209,5141,4923,5403,2576,5668,2378,1891,4975,5362,5563,2260,2580,3946,1994,3433,5692,5474,4955,1688,3014,1330,4948,5436,4962,2850,5140,5030,2575,3000,5372,5002,3941,40,1684,5399,5725,4856,5029,4966,5371,3689,5529,3644,2393,5490,5487,2268,5321,5301,5314,3891,15,2285,0,5054,5372,3987,5243,5598,5223,2555,5190,3748,4845,5322,5430,5665,4932,3945,5183,5544,5296,4892,2338,5320,3973,
62,5199,2433,5060,5589,2966,4708,2873,2833,2457,2877,5202,3188,4772,5579,2563,2824,3125,4820,5204,5056,4766,4927,3284,3242,2521,5272,5406,4922,2584,3080,2598,5062,2700,2578,5197,5396,1576,2680,5117,5058,5270,3009,3251,2380,2703,2510,3025,5107,3049,5036,5093,2962,2959,4834,2905,2837,3036,5159,5053,4853,5054,0,1602,5111,2965,3136,2951,5171,2840,5162,2401,2876,3070,3195,2338,5197,2829,2922,2896,2388,5066,2892,5055,
63,5525,2671,5372,5935,3196,5032,3091,3069,2751,3187,5528,3564,5066,5921,2785,2938,3409,5118,5530,5366,5086,5243,3622,3514,2751,5576,5716,5236,2842,3358,2824,5364,2996,2902,5523,5704,1550,2968,5411,5374,5570,3277,3349,2642,2929,2734,3253,5425,3263,5368,5409,3192,3191,5130,3125,2917,3292,5469,5371,5149,5372,1602,0,5431,3225,3308,3217,5491,3056,5452,2675,3010,3346,3567,2706,5503,3119,2890,3056,2674,5372,3118,5371,
64,4158,4920,2055,4542,5551,3599,5322,5230,4948,5438,4161,5637,3823,4530,5034,5351,5616,3893,4161,2165,3779,3338,5839,5647,5030,4123,4353,3949,4941,5177,4979,4045,5127,5059,4156,4333,5443,5089,4024,3987,4115,5560,5762,4867,5122,5043,5426,3340,5504,3373,4126,5557,5554,3911,5376,5304,5151,3902,3986,3928,3987,5111,5431,0,5074,5539,5086,3896,5049,3403,4870,5297,5157,5628,4923,3938,5238,5567,5319,4893,4061,5371,3882,
65,5276,2002,5173,5750,3145,4975,1794,1948,2096,3112,5279,3191,4881,5738,2562,2913,2522,5057,5281,5065,4949,5086,3471,2811,2582,5313,5623,5111,1667,1569,2065,5293,1965,2219,5276,5609,3273,597,5306,5243,5311,2296,3320,1993,1792,2551,1980,5066,3060,5059,5254,3145,3144,5071,2114,2766,135,5374,5242,5090,5243,2965,3225,5074,0,3079,224,5084,2065,5121,2034,2791,1541,3192,2073,5414,1778,3167,2341,1971,5221,2103,5346,
66,5647,2413,5440,6147,3454,5186,2953,2909,2489,3403,5648,2344,5228,6137,2989,3096,3155,5334,5648,5480,5296,5405,3572,3344,2981,5826,5814,5462,2690,3190,2522,5456,2770,2596,5643,5804,3428,2818,5493,5598,5824,3181,3615,2424,2763,3076,3081,5605,1527,5530,5555,3458,3455,5348,2639,2355,3156,5507,5599,5367,5598,3136,3308,5539,3079,0,3069,5669,2788,5630,2433,2236,3186,2321,2500,5543,2915,3134,2408,2414,5582,2636,5363,
67,5268,1986,5141,5736,3129,4957,1780,1936,2076,3100,5271,3173,4865,5726,2548,2901,2510,5041,5273,5087,4933,5062,3465,2803,2568,5277,5607,5097,1653,1585,2043,5275,1951,2197,5268,5593,3257,589,5306,5223,5275,2290,3312,1975,1782,2539,1980,5096,3044,5087,5248,3129,3128,5055,2102,2748,265,5350,5222,5074,5223,2951,3217,5086,224,3069,0,5102,2073,5153,2014,2781,1563,3174,2055,5390,1778,3159,2331,1955,5199,2089,5330,
68,1512,4984,3913,3094,5557,3417,5276,5224,5046,5492,1513,5753,2161,3080,5080,5453,5644,1737,1517,3955,2175,3436,5819,5475,5082,2691,2959,2445,4953,5233,5047,2789,5193,5139,1512,2947,5493,5099,3882,2559,2687,5498,5818,4937,5112,5045,5380,3606,5604,3609,2160,5555,5552,1741,5402,5390,5167,4046,2554,1756,2555,5171,5491,3896,5084,5669,5102,0,5093,3645,4950,5405,5213,5762,5041,4092,5196,5623,5387,4947,2437,5401,4016,
69,5271,1551,4938,5697,2992,4800,2233,2145,1539,2921,5272,2868,4850,5689,2415,2684,2475,4970,5272,4968,4900,5003,3388,2826,2445,5282,5438,5094,1892,2182,1682,5184,2032,1670,5265,5420,3142,2090,5185,5194,5282,2551,3097,1508,2001,2490,2259,4981,2735,5004,5169,3000,2997,4984,2265,2509,2146,5185,5191,5003,5190,2840,3056,5049,2065,2788,2073,5093,0,5040,1483,2562,2150,2859,1566,5219,2149,3006,1826,1556,5122,2262,5163,
70,3859,5011,3306,4313,5612,3242,5247,5185,5035,5539,3860,5744,3500,4311,5053,5436,5617,3518,3860,3264,3468,2497,5856,5618,5059,3832,3954,3726,4990,5338,5038,3608,5186,5146,3849,3940,5508,5064,3529,3752,3828,5481,5797,4948,5071,5058,5315,285,5585,1642,3729,5624,5621,3532,5355,5391,5200,3719,3747,3547,3748,5162,5452,3403,5121,5630,5153,3645,5040,0,4971,5396,5318,5739,5008,3753,5183,5628,5348,4980,3616,5348,3689,
71,4972,868,4807,5402,2631,4465,1914,1862,792,2486,4975,2519,4529,5392,2076,2397,2194,4605,4975,4803,4557,4700,3021,2519,2092,5097,5195,4707,1565,2213,1281,4865,1673,1033,4968,5179,2731,1759,4926,4847,5095,2236,2846,731,1726,2139,2114,4912,2360,4827,4884,2635,2634,4619,1910,2062,2111,4908,4846,4638,4845,2401,2675,4870,2034,2433,2014,4950,1483,4971,0,2129,2191,2520,793,4942,1908,2599,1655,777,4831,1905,4822,
72,5405,2137,5248,5837,3180,4912,2635,2655,2185,3081,5408,2404,4976,5827,2709,2808,2877,5066,5408,5260,5012,5143,3306,3204,2701,5546,5604,5164,2410,2866,2126,5256,2476,2280,5401,5590,3226,2528,5329,5326,5544,2909,3215,2104,2511,2742,2777,5341,2271,5270,5297,3184,3181,5080,2651,1311,2868,5287,5323,5099,5322,2876,3010,5297,2791,2236,2781,5405,2562,5396,2129,0,2862,2395,2186,5325,2593,2898,2554,2132,5298,2640,5181,
73,5447,2105,5296,5937,3292,5050,1703,1969,2227,3179,5450,3314,5014,5927,2651,2986,2627,5216,5450,5242,5152,5239,3580,3012,2671,5430,5766,5286,1782,112,2170,5424,2146,2344,5445,5752,3310,1708,5399,5432,5430,2521,3463,2074,1809,2666,1697,5261,3129,5258,5415,3300,3297,5230,2277,2901,1612,5517,5431,5249,5430,3070,3346,5157,1541,3186,1563,5213,2150,5318,2191,2862,0,3313,2216,5559,1505,3260,2426,2090,5342,2266,5445,
74,5824,2558,5529,6132,3411,5323,3118,3086,2636,3484,5827,81,5387,6120,3124,3309,3088,5457,5827,5593,5421,5522,3555,3513,3124,5901,6007,5541,2793,3317,2707,5673,2933,2757,5824,5995,3649,2965,5710,5665,5899,3164,3534,2549,2942,3199,3256,5682,2242,5611,5648,3421,3418,5475,3092,2522,3273,5632,5664,5494,5665,3195,3567,5628,3192,2321,3174,5762,2859,5739,2520,2395,3313,0,2531,5668,3060,3503,2973,2561,5631,3087,5606,
75,5063,1005,4882,5497,2714,4528,1963,1921,801,2593,5066,2538,4630,5487,2117,2434,2221,4696,5066,4840,4654,4749,3024,2562,2147,5184,5278,4798,1636,2228,1298,4944,1764,1032,5059,5262,2754,1794,4953,4934,5182,2265,2873,850,1787,2172,2147,4947,2431,4876,4973,2724,2721,4708,1929,2123,2142,4969,4933,4727,4932,2338,2706,4923,2073,2500,2055,5041,1566,5008,793,2186,2216,2531,0,5003,1933,2664,1678,896,4922,1924,4885,
76,4082,4954,3857,4558,5545,2543,5366,5264,5012,5428,4085,5677,3825,4540,5066,5413,5672,3789,4085,3949,3761,3660,5955,5661,5058,4245,4309,3925,5041,5569,5025,3999,5221,5131,4078,4295,5513,5153,2782,3943,4239,5582,5806,4913,5144,5043,5484,3690,5512,3685,4018,5549,5546,3813,5354,5354,5489,122,3944,3828,3945,5197,5503,3938,5414,5543,5390,4092,5219,3753,4942,5325,5559,5668,5003,0,5290,5515,5347,4953,3663,5347,1308,
77,5238,1858,5129,5736,3065,4775,1510,1684,1970,2910,5239,3069,4775,5726,2406,2755,2390,4937,5239,5081,4855,4924,3337,2779,2430,5397,5471,5037,1527,1533,1991,5125,1807,2065,5232,5461,3139,1515,5104,5185,5395,2332,3244,1835,1528,2427,640,5126,2854,5053,5136,3069,3068,4951,2026,2582,1871,5252,5184,4970,5183,2829,3119,5238,1778,2915,1778,5196,2149,5183,1908,2593,1505,3060,1933,5290,0,2999,2201,1837,5103,2009,5170,
78,5607,2609,5458,6085,2692,5126,2995,2989,2701,2231,5610,3510,5238,6075,2245,2436,3229,5294,5610,5534,5240,5363,3902,3538,2209,5770,5822,5400,2672,3266,2744,5548,2812,2848,5603,5806,3228,2900,5455,5548,5770,3287,2671,2624,2849,2190,3185,5565,3005,5498,5503,2702,2697,5306,2701,2877,3248,5471,5545,5325,5544,2922,2890,5567,3167,3134,3159,5623,3006,5628,2599,2898,3260,3503,2664,5515,2999,0,2774,2668,5528,2690,5373,
79,5367,1633,5218,5861,3074,4838,2197,2155,1705,2985,5370,2980,4944,5851,2477,2732,2419,5024,5370,5228,4992,5101,3432,2798,2501,5538,5536,5172,1860,2452,1740,5244,2040,1842,5363,5522,3206,2076,5167,5300,5536,2497,3133,1600,2003,2548,2397,5287,2255,5194,5263,3084,3083,5040,1681,2557,2412,5313,5297,5059,5296,2896,3056,5319,2341,2408,2331,5387,1826,5348,1655,2554,2426,2973,1678,5347,2201,2774,0,1636,5242,1666,5167,
80,4995,587,4844,5447,2622,4478,1845,1769,817,2491,4998,2562,4568,5437,2063,2378,2139,4632,4998,4824,4588,4711,2982,2502,2075,5128,5222,4762,1440,2116,1336,4884,1610,1094,4991,5208,2708,1694,4919,4894,5126,2147,2897,386,1637,2092,2055,4921,2359,4830,4915,2626,2625,4646,1833,2077,2050,4919,4893,4665,4892,2388,2674,4893,1971,2414,1955,4947,1556,4980,777,2132,2090,2561,896,4953,1837,2668,1636,0,4868,1824,4833,
81,2539,4887,3878,3023,5456,3270,5149,5089,4945,5375,2542,5626,2272,3007,4905,5264,5503,2100,2548,4014,2014,3219,5712,5414,4899,2686,2834,2432,4882,5350,4922,2682,5076,5040,2537,2818,5380,4980,3663,2342,2680,5325,5661,4838,4973,4918,5285,3557,5493,3534,2179,5454,5451,2104,5255,5253,5294,3623,2333,2119,2338,5066,5372,4061,5221,5582,5199,2437,5122,3616,4831,5298,5342,5631,4922,3663,5103,5528,5242,4868,0,5256,3855,
82,5379,1835,5256,5883,2966,4908,2025,2033,1925,2911,5382,3084,4960,5873,2433,2676,2177,5074,5382,5270,4996,5103,3382,2730,2465,5564,5570,5194,1536,2292,2004,5278,1580,2050,5375,5558,3198,1830,5173,5324,5564,2341,3103,1848,1883,2424,2205,5295,2493,5224,5271,2972,2969,5090,45,2627,2174,5309,5321,5109,5320,2892,3118,5371,2103,2636,2089,5401,2262,5348,1905,2640,2266,3087,1924,5347,2009,2690,1666,1824,5256,0,5117,
83,4010,4832,3779,4490,5461,2407,5232,5106,4896,5318,4013,5607,3691,4476,4950,5273,5546,3675,4013,3863,3633,3534,5823,5509,4930,4103,4169,3823,4923,5461,4907,3883,5097,5005,4008,4149,5373,5067,2528,3977,4101,5478,5714,4793,4986,4929,5366,3630,5308,3615,3926,5467,5464,3697,5122,5210,5421,1276,3974,3712,3973,5055,5371,3882,5346,5363,5330,4016,5163,3689,4822,5181,5445,5606,4885,1308,5170,5373,5167,4833,3855,5117,0,

#shared informative distinct genes
Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,
1,5661,2945,3470,4279,2985,3739,2991,2940,2944,2935,5654,2912,4357,4282,2950,2926,2977,4623,5654,3457,4336,3732,2975,3052,2949,4255,4286,4258,2990,3030,2955,4205,2945,2931,5649,4291,2923,2969,3723,4280,4259,3025,2980,2944,2964,2971,2976,3692,2936,3685,4492,2986,2988,4616,2974,2922,3035,3640,4280,4620,4281,2928,2926,3473,3035,2941,3032,4888,2974,3694,2921,2916,3030,2912,2932,3637,2980,2982,2973,2941,4313,2974,3630,
2,2945,5192,2879,2929,4265,3018,4507,4449,4775,4251,2944,4334,2944,2929,4250,4284,4521,2951,2944,2882,2925,2895,4194,4344,4250,2876,2922,2896,4530,4487,4629,2922,4525,4704,2946,2922,4105,4456,2993,2900,2876,4493,4247,4980,4480,4236,4445,2901,4337,2918,2940,4263,4263,2949,4532,4370,4462,2986,2900,2951,2901,4097,4139,2878,4458,4344,4459,2938,4620,2904,4759,4336,4487,4331,4747,2987,4456,4267,4626,4931,2925,4532,3005,
3,3470,2879,5001,3527,2922,3621,2887,2859,2880,2871,3470,2915,3455,3528,2875,2884,2898,3480,3470,4208,3488,3751,2874,2885,2879,3528,3544,3426,2893,2963,2886,3510,2884,2868,3471,3547,2840,2875,3604,3512,3531,2916,2927,2879,2880,2877,2886,3829,2892,3820,3514,2919,2920,3479,2892,2864,2947,3607,3512,3480,3513,2856,2861,4383,2945,2903,2954,3546,2999,3829,2862,2853,2964,2918,2881,3608,2893,2915,2906,2875,3502,2894,3604,
4,4279,2929,3527,6067,2999,3731,2971,2921,2926,2923,4279,2971,4156,6049,2926,2917,2971,4278,4278,3473,4395,3671,2994,2982,2944,4699,4167,4880,2942,2994,2940,4105,2924,2922,4279,4166,2913,2964,3643,4825,4703,3029,2962,2932,2942,2932,2932,3680,2899,3653,4346,3000,3001,4275,2932,2916,3011,3613,4826,4278,4824,2943,2931,3491,3008,2901,3008,4307,2971,3677,2916,2910,2995,2968,2925,3609,2941,2953,2936,2925,4281,2932,3600,
5,2985,4265,2922,2999,5909,3024,4280,4174,4246,4514,2984,4245,2944,2998,4548,4528,4439,2972,2983,2881,2942,2933,4187,4207,4592,2939,2960,2931,4243,4229,4212,2983,4266,4213,2985,2961,4190,4200,3042,2952,2940,4370,4947,4246,4205,4520,4180,2940,4141,2946,3013,5889,5890,2970,4302,4154,4229,3030,2952,2971,2952,4169,4215,2901,4225,4162,4226,2990,4238,2942,4216,4153,4232,4243,4231,3030,4191,4564,4244,4252,2979,4305,3029,
6,3739,3018,3621,3731,3024,5013,3027,2995,3003,3018,3738,2971,3648,3735,3016,2996,3021,3786,3738,3520,3726,3791,2986,3029,3025,3661,3730,3688,3028,3039,3031,3781,2986,3000,3739,3731,2952,2994,4502,3696,3662,3053,3023,3014,3018,3023,3011,3816,2982,3817,3756,3023,3024,3782,3017,2982,3002,4220,3696,3782,3696,2982,2981,3561,2994,2980,2996,3744,3018,3811,2983,2971,3037,2971,3008,4215,3020,3031,3046,3008,3756,3018,4240,
7,2991,4507,2887,2971,4280,3027,5358,4604,4467,4190,2990,4245,3006,2971,4255,4294,4590,2994,2990,2907,2993,2946,4191,4378,4269,2916,2975,2943,4642,4877,4466,2967,4571,4441,2992,2977,4082,4754,3039,2944,2916,4643,4289,4490,4645,4244,4814,2977,4273,2965,3002,4280,4280,2992,4630,4285,4760,2977,2944,2993,2945,4072,4124,2872,4757,4269,4757,2987,4474,2981,4431,4282,4883,4246,4463,2976,4825,4269,4539,4497,2989,4632,3000,
8,2940,4449,2859,2921,4174,2995,4604,5356,4412,4158,2939,4186,2959,2921,4219,4227,4548,2942,2939,2852,2911,2900,4116,4323,4208,2891,2917,2901,4685,4664,4415,2923,4510,4402,2941,2919,4058,4594,3014,2898,2891,4548,4209,4445,5316,4217,4647,2930,4215,2934,2953,4176,4177,2940,4542,4208,4607,2945,2897,2941,2898,4011,4054,2837,4599,4210,4598,2932,4437,2931,4376,4191,4669,4181,4403,2946,4657,4191,4479,4454,2938,4547,2982,
9,2944,4775,2880,2926,4246,3003,4467,4412,5192,4211,2943,4317,2927,2926,4230,4252,4489,2945,2943,2885,2914,2902,4183,4315,4231,2880,2936,2900,4481,4440,4637,2922,4508,4835,2945,2939,4085,4432,2986,2914,2880,4474,4244,4861,4442,4197,4449,2910,4327,2922,2937,4246,4246,2944,4508,4351,4438,2979,2914,2945,2915,4107,4121,2886,4433,4328,4436,2929,4648,2914,4819,4334,4448,4314,4871,2980,4422,4243,4612,4838,2918,4509,2995,
10,2935,4251,2871,2923,4514,3018,4190,4158,4211,5123,2934,4115,2908,2923,4536,4477,4228,2940,2934,2848,2920,2891,4014,4069,4544,2895,2901,2897,4231,4196,4177,2913,4221,4179,2936,2903,4110,4148,2998,2898,2895,4194,4506,4227,4191,4560,4184,2883,4111,2903,2955,4509,4509,2939,4238,4109,4152,2998,2899,2940,2900,4122,4128,2866,4150,4096,4149,2931,4182,2887,4197,4111,4197,4115,4200,2997,4177,4703,4197,4226,2928,4241,3009,
11,5654,2944,3470,4279,2984,3738,2990,2939,2943,2934,5661,2911,4357,4282,2949,2925,2976,4621,5654,3456,4337,3731,2974,3051,2948,4256,4287,4258,2989,3029,2954,4206,2944,2930,5646,4292,2922,2968,3721,4280,4260,3024,2979,2943,2963,2970,2976,3692,2935,3685,4493,2985,2987,4616,2973,2921,3034,3639,4280,4620,4281,2927,2925,3472,3034,2941,3031,4888,2974,3694,2920,2915,3029,2911,2931,3636,2980,2981,2972,2940,4312,2973,3629,
12,2912,4334,2915,2971,4245,2971,4245,4186,4317,4115,2911,5977,2907,2970,4092,4174,4428,2922,2911,2879,2888,2876,4289,4196,4096,2879,2913,2885,4255,4261,4294,2913,4252,4296,2913,2914,4021,4208,2974,2896,2879,4360,4296,4313,4224,4054,4217,2910,4779,2915,2963,4245,4246,2920,4281,4523,4241,3001,2896,2921,2896,4095,4068,2895,4239,4754,4241,2929,4337,2913,4309,4578,4258,5945,4356,3001,4226,4192,4328,4319,2931,4283,2993,
13,4357,2944,3455,4156,2944,3648,3006,2959,2927,2908,4357,2907,4998,4158,2942,2920,2956,4323,4356,3477,4256,3718,2971,3020,2946,4145,4191,4110,2976,3022,2957,4147,2936,2925,4356,4190,2909,2995,3635,4156,4150,3025,2953,2944,2986,2931,2978,3650,2921,3666,4362,2946,2947,4320,2961,2917,3012,3543,4153,4322,4155,2917,2931,3416,3008,2926,3009,4339,2960,3649,2918,2906,3022,2906,2924,3541,2987,2942,2960,2930,4222,2959,3565,
14,4282,2929,3528,6049,2998,3735,2971,2921,2926,2923,4282,2970,4158,6066,2926,2917,2971,4276,4281,3471,4397,3671,2993,2982,2944,4709,4169,4889,2942,2995,2940,4107,2924,2922,4282,4169,2915,2964,3646,4830,4713,3029,2963,2932,2942,2932,2932,3677,2899,3651,4346,3000,3001,4273,2932,2916,3012,3617,4830,4276,4828,2943,2933,3492,3009,2901,3008,4309,2970,3673,2916,2910,2995,2969,2925,3613,2941,2953,2936,2925,4284,2932,3602,
