Homology group id,Class,Genome 1,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8
2565266,accessory,1,1,1,1,1,1,1,0
2565267,accessory,1,1,1,1,1,1,1,0
2565269,accessory,1,1,1,1,1,1,1,0
2565270,accessory,1,1,1,1,1,1,1,0
2565271,accessory,1,1,1,1,1,1,1,0
2565275,accessory,1,1,1,1,1,1,1,0
2565277,accessory,1,1,1,1,1,1,1,0
2565279,accessory,1,1,1,1,1,1,1,0
2565282,accessory,1,1,1,1,1,1,1,0
2565284,accessory,1,1,1,1,1,1,1,0
2565288,accessory,0,0,1,1,1,1,0,0
2565289,accessory,1,1,0,0,0,0,1,0
2565290,accessory,1,1,1,1,1,1,1,0
2565291,accessory,1,1,1,1,1,1,1,0
2565299,accessory,1,1,1,1,1,1,1,0
2565300,accessory,1,1,1,1,1,1,1,0
2565309,accessory,1,1,1,1,1,1,1,0
2565315,accessory,1,1,1,1,1,1,1,0
2565316,accessory,1,1,1,1,1,1,1,0
2565322,accessory,1,1,1,1,1,1,1,0
2565327,accessory,1,1,1,1,1,1,1,0
2565331,accessory,1,1,1,1,1,1,1,0
2565332,accessory,1,1,1,1,1,1,1,0
2565333,accessory,1,1,1,1,1,1,1,0
2565335,accessory,1,1,1,1,1,1,1,0
2565337,accessory,1,1,1,1,1,1,1,0
2565341,accessory,1,1,1,1,1,1,1,0
2565342,accessory,1,1,1,1,1,1,1,0
2565345,accessory,1,1,1,1,1,1,1,0
2565349,accessory,1,1,1,1,1,1,1,0
2565353,accessory,1,1,0,0,0,0,1,0
2565359,accessory,1,1,1,1,1,1,1,0
2565365,accessory,1,1,1,1,1,1,1,0
2565378,accessory,1,1,1,1,1,1,1,0
2565379,accessory,1,1,1,1,1,1,1,0
2565381,accessory,1,1,1,1,1,1,1,0
2565383,accessory,1,1,1,1,1,1,1,0
2565384,accessory,1,1,1,1,1,1,1,0
2565385,accessory,1,1,1,1,1,1,1,0
2565386,accessory,1,1,1,1,1,1,1,0
2565403,accessory,1,1,1,1,1,1,1,0
2565404,accessory,1,1,1,1,1,1,1,0
2565405,accessory,1,1,1,1,1,1,1,0
2565410,accessory,1,1,1,1,1,1,1,0
2565412,accessory,1,1,1,1,1,1,1,0
2565414,accessory,1,1,1,1,1,1,1,0
2565417,accessory,1,1,1,1,1,1,1,0
2565419,accessory,1,1,1,1,1,1,1,0
2565420,accessory,1,1,1,1,1,1,1,0
2565422,accessory,0,0,1,1,1,1,0,0
2565423,accessory,1,1,0,0,0,0,1,0
2565426,accessory,1,1,1,1,1,1,1,0
2565428,accessory,1,1,1,1,1,1,1,0
2565430,accessory,1,1,1,1,1,1,1,0
2565431,accessory,1,1,1,1,1,1,1,0
2565432,accessory,1,1,1,1,1,1,1,0
2565435,accessory,1,1,1,1,1,1,1,0
2565438,accessory,1,1,1,1,1,1,1,0
2565439,accessory,1,1,1,1,1,1,1,0
2565441,accessory,1,1,1,1,1,1,1,0
2565443,accessory,1,1,1,1,1,1,1,0
2565444,accessory,1,1,1,1,1,1,1,0
2565448,accessory,1,1,2,1,1,1,1,0
2565453,accessory,1,1,1,1,1,1,1,0
2565454,accessory,1,1,1,1,1,1,1,0
2565455,accessory,1,1,1,1,1,1,1,0
2565456,accessory,1,1,1,1,1,1,1,0
2565457,accessory,1,1,1,1,1,1,1,0
2565460,accessory,1,1,1,1,1,1,1,0
2565464,accessory,1,1,0,0,0,0,1,0
2565467,accessory,1,1,1,1,1,1,1,0
2565470,accessory,1,1,1,1,1,1,1,0
2565473,accessory,1,1,1,1,1,1,1,0
2565474,accessory,1,1,1,1,1,1,1,0
2565476,accessory,1,1,1,1,1,1,1,0
2565477,accessory,1,1,1,1,0,1,1,0
2565478,accessory,1,1,1,1,1,1,1,0
2565484,accessory,1,1,1,1,1,1,1,0
2565493,accessory,1,1,1,1,1,1,1,0
2565494,accessory,1,1,1,1,1,1,1,0
2565495,accessory,1,1,1,1,1,1,1,0
2565496,accessory,1,1,1,1,1,1,1,0
2565499,accessory,1,1,1,1,1,1,1,0
2565502,accessory,1,1,1,1,1,1,1,0
2565503,accessory,1,1,1,1,1,1,1,0
2565505,accessory,1,1,1,1,1,1,1,0
2565506,accessory,1,1,1,1,1,1,1,0
2565507,accessory,1,1,1,1,1,1,1,0
2565511,accessory,1,1,1,1,1,1,1,0
2565512,accessory,1,1,1,1,1,1,1,0
2565514,accessory,1,1,1,1,1,1,1,0
2565515,accessory,1,1,1,1,1,1,1,0
2565517,accessory,1,0,0,0,0,0,1,0
2565518,accessory,1,0,0,0,0,0,1,1
2565519,accessory,1,0,0,0,0,0,1,0
2565520,accessory,1,0,0,0,0,0,1,0
2565527,accessory,1,1,1,1,1,1,1,0
2565529,accessory,1,1,1,1,1,1,1,0
2565530,accessory,1,1,1,1,1,1,1,0
2565536,accessory,1,1,1,1,1,1,1,0
2565539,accessory,1,1,1,1,1,1,1,0
2565540,accessory,1,1,0,0,0,0,1,0
2565545,accessory,1,1,1,1,1,1,1,0
2565546,accessory,1,1,1,1,1,1,1,0
2565547,accessory,1,1,1,1,1,1,1,0
2565548,accessory,1,1,1,1,1,1,1,0
2565550,accessory,1,1,1,1,1,1,1,0
2565556,accessory,1,1,1,1,1,1,1,0
2565557,accessory,1,1,1,1,1,1,1,0
2565558,accessory,1,1,1,1,1,1,1,0
2565559,accessory,1,1,1,1,1,1,1,0
2565560,accessory,1,1,1,1,1,1,1,0
2565564,accessory,1,1,1,1,1,1,1,0
2565566,accessory,1,1,1,1,1,1,1,0
2565567,accessory,1,1,1,1,1,1,1,0
2565571,accessory,1,1,1,1,1,1,1,0
2565573,accessory,1,1,1,1,1,1,1,0
2565575,accessory,1,1,1,1,1,1,1,0
2565579,accessory,1,1,1,1,1,1,1,0
2565583,accessory,1,1,1,1,1,1,1,0
2565584,accessory,1,1,1,1,1,1,1,0
2565586,accessory,1,1,1,1,1,1,1,0
2565587,accessory,1,1,1,1,1,1,1,0
2565589,accessory,1,1,1,1,1,1,1,0
2565594,accessory,1,0,1,1,1,1,0,0
2565595,accessory,1,1,1,1,1,1,1,0
2565596,accessory,1,1,1,1,1,1,1,0
2565603,accessory,1,1,1,1,1,1,1,0
2565604,accessory,1,1,1,1,1,1,1,0
2565614,accessory,1,1,1,1,1,1,1,0
2565618,accessory,1,1,1,1,1,1,1,0
2565620,accessory,1,1,1,1,1,1,1,0
2565622,accessory,1,1,1,1,1,1,1,0
2565631,accessory,1,1,1,1,1,1,1,0
2565632,accessory,1,1,1,1,1,1,1,0
2565633,accessory,1,1,1,1,1,1,1,0
2565634,accessory,1,1,1,1,1,1,1,0
2565648,accessory,1,1,1,1,1,1,1,0
2565650,accessory,1,1,1,1,1,1,1,0
2565653,accessory,1,1,1,1,1,1,1,0
2565660,accessory,1,1,1,1,1,1,1,0
2565661,accessory,1,1,1,1,1,1,1,0
2565662,accessory,1,1,1,1,1,1,1,0
2565663,accessory,1,1,1,1,1,1,1,0
2565664,accessory,1,1,0,0,0,0,1,0
2565665,accessory,1,1,1,1,1,1,1,0
2565666,accessory,1,1,1,1,1,1,1,0
2565669,accessory,1,1,1,1,1,1,1,0
2565670,accessory,1,1,1,1,1,1,1,0
2565671,accessory,1,0,1,1,1,1,0,0
2565672,accessory,0,1,0,0,0,0,1,0
2565673,accessory,1,0,1,1,1,1,1,0
2565674,accessory,1,0,1,1,1,1,1,0
2565677,accessory,1,1,1,1,1,1,1,0
2565683,accessory,1,1,0,0,0,0,1,0
2565688,accessory,1,1,1,1,1,1,1,0
2565691,accessory,1,1,1,1,1,1,1,0
2565693,accessory,1,1,1,1,1,1,1,0
2565696,accessory,1,1,1,1,1,1,1,0
2565702,accessory,1,1,1,1,1,1,1,0
2565703,accessory,1,1,1,1,1,1,1,0
2565706,accessory,1,1,1,1,1,1,1,0
2565707,accessory,1,1,1,1,1,1,1,0
2565708,accessory,1,1,1,1,1,1,1,0
2565709,accessory,1,1,1,1,1,1,1,0
2565710,accessory,1,1,1,1,1,1,1,0
2565711,accessory,1,0,1,1,1,1,0,0
2565712,accessory,1,1,1,1,1,1,1,0
2565713,accessory,1,1,1,1,1,1,1,0
2565714,accessory,1,1,1,1,1,1,1,0
2565715,accessory,1,0,1,1,1,1,0,0
2565716,accessory,1,1,1,1,1,1,1,0
2565717,accessory,0,1,1,1,1,1,0,0
2565718,accessory,1,0,0,0,0,0,1,0
2565721,accessory,1,1,1,1,1,1,1,0
2565725,accessory,1,1,1,1,1,1,1,0
2565731,accessory,1,1,1,1,1,1,1,0
2565732,accessory,1,1,1,1,1,1,1,0
2565733,accessory,1,1,1,1,1,1,1,0
2565735,accessory,1,1,1,1,1,1,1,0
2565737,accessory,1,1,1,1,1,1,1,0
2565738,accessory,1,1,1,1,1,1,1,0
2565740,accessory,1,0,1,1,1,1,1,0
2565742,accessory,1,1,1,1,1,1,1,0
2565743,accessory,1,1,0,0,0,0,0,0
2565748,accessory,1,1,1,1,1,1,1,0
2565749,accessory,1,1,1,1,1,1,1,0
2565751,accessory,1,1,1,1,1,1,1,0
2565753,accessory,1,1,1,1,1,1,1,0
2565754,accessory,1,1,1,1,1,1,1,0
2565755,accessory,1,1,1,1,1,1,1,0
2565756,accessory,1,1,1,1,1,1,1,0
2565757,accessory,1,1,1,1,1,1,1,0
2565758,accessory,0,0,1,1,1,1,0,0
2565759,accessory,1,1,0,0,0,0,1,0
2565760,accessory,1,1,1,1,1,1,1,0
2565761,accessory,1,1,1,0,1,0,1,0
2565764,accessory,1,1,1,1,1,1,1,0
2565765,accessory,1,1,1,1,1,1,1,0
2565766,accessory,1,1,1,1,1,1,1,0
2565767,accessory,1,1,1,1,1,1,1,0
2565768,accessory,1,1,1,1,1,1,1,0
2565769,accessory,1,1,1,1,1,1,1,0
2565771,accessory,1,1,1,1,1,1,1,0
2565773,accessory,1,1,1,1,1,1,1,0
2565774,accessory,1,1,1,1,1,1,1,0
2565775,accessory,1,1,1,1,1,1,1,0
2565776,accessory,1,0,1,1,0,1,0,0
2565777,accessory,1,0,1,1,0,1,0,0
2565781,accessory,1,1,1,1,1,1,1,0
2565782,accessory,1,1,1,1,1,1,1,0
2565785,accessory,1,1,1,1,1,1,1,0
2565786,accessory,1,1,1,1,1,1,1,0
2565788,accessory,1,1,1,1,1,1,1,0
2565789,accessory,1,1,1,1,1,1,1,0
2565790,accessory,1,1,1,1,1,1,1,0
2565793,accessory,1,1,1,1,1,1,1,0
2565797,accessory,1,1,1,1,1,1,1,0
2565798,accessory,1,1,1,1,1,1,1,0
2565801,accessory,1,1,1,1,1,1,1,0
2565802,accessory,1,1,1,1,1,1,1,0
2565803,accessory,1,1,1,1,1,1,1,0
2565804,accessory,1,1,1,1,1,1,1,0
2565805,accessory,1,1,1,1,1,1,1,0
2565806,accessory,1,1,1,1,1,1,1,0
2565807,accessory,1,1,1,1,1,1,1,0
2565810,accessory,1,1,1,1,1,1,1,0
2565811,accessory,1,1,1,1,1,1,1,0
2565812,accessory,1,1,0,0,0,0,1,0
2565813,accessory,1,1,1,1,1,1,0,0
2565815,accessory,1,1,1,1,1,1,1,0
2565819,accessory,1,1,1,1,1,1,1,0
2565821,accessory,1,1,1,1,1,1,1,0
2565827,accessory,1,1,1,1,1,1,1,0
2565830,accessory,1,1,1,1,1,1,1,0
2565838,accessory,1,1,1,1,1,1,1,0
2565839,accessory,1,1,1,1,1,1,1,0
2565842,accessory,1,1,1,1,1,1,1,0
2565843,accessory,1,1,1,1,1,1,1,0
2565844,accessory,1,1,1,1,1,1,1,0
2565845,accessory,1,1,1,1,1,1,1,0
2565846,accessory,1,1,1,1,1,1,1,0
2565847,accessory,1,1,1,1,1,1,1,0
2565849,accessory,1,1,1,1,1,1,1,0
2565850,accessory,1,1,1,1,1,1,1,0
2565851,accessory,1,1,1,1,1,1,1,0
2565852,accessory,1,1,1,1,1,1,1,0
2565854,accessory,1,1,1,1,1,1,1,0
2565855,accessory,1,1,1,1,1,1,1,0
2565857,accessory,1,1,1,1,1,1,1,0
2565863,accessory,1,1,1,1,1,1,1,0
2565866,accessory,1,1,1,1,1,1,1,0
2565869,accessory,1,1,1,1,1,1,1,0
2565871,accessory,1,1,1,1,1,1,1,0
2565872,accessory,1,1,1,1,1,1,1,0
2565874,accessory,1,1,1,1,1,1,1,0
2565875,accessory,1,1,1,1,1,1,1,0
2565881,accessory,1,1,1,1,1,1,1,0
2565886,accessory,1,1,1,1,1,1,1,0
2565889,accessory,1,1,1,1,1,1,1,0
2565890,accessory,1,1,1,1,1,1,1,0
2565892,accessory,1,1,1,1,1,1,1,0
2565893,accessory,1,1,1,1,1,1,1,0
2565894,accessory,1,1,1,1,1,1,1,0
2565896,accessory,1,1,1,1,1,1,1,0
2565897,accessory,1,1,1,1,1,1,1,0
2565900,accessory,1,1,1,1,1,1,1,0
2565904,accessory,1,1,1,0,1,0,1,0
2565906,accessory,1,1,1,1,1,1,1,0
2565908,accessory,0,1,1,1,0,1,1,0
2565909,accessory,1,1,0,0,1,0,0,0
2565911,accessory,1,1,1,1,1,1,1,0
2565912,accessory,1,1,1,1,1,1,1,0
2565915,accessory,1,1,1,1,1,1,1,0
2565916,accessory,1,1,1,1,1,1,1,0
2565917,accessory,1,1,1,1,1,1,1,0
2565918,accessory,1,1,1,1,1,1,1,0
2565921,accessory,1,1,1,1,1,1,1,0
2565922,accessory,1,1,1,1,1,1,1,0
2565929,accessory,1,1,1,1,1,1,1,0
2565931,accessory,1,1,1,1,1,1,1,0
2565943,accessory,1,1,1,1,1,1,1,0
2565944,accessory,1,1,1,1,1,1,1,0
2565945,accessory,1,1,1,1,1,1,1,0
2565946,accessory,1,1,1,1,1,1,1,0
2565948,accessory,1,1,1,1,1,1,1,0
2565949,accessory,1,1,1,1,1,1,1,0
2565950,accessory,1,1,1,1,1,1,1,0
2565951,accessory,1,1,1,1,1,1,1,0
2565952,accessory,1,1,1,1,1,1,1,0
2565963,accessory,0,1,1,1,1,1,1,0
2565964,accessory,0,2,1,1,1,1,1,0
2565965,accessory,0,1,1,1,1,1,1,0
2565966,accessory,0,1,1,1,1,1,1,0
2565967,accessory,0,1,1,1,1,1,1,0
2565968,accessory,0,1,0,0,0,0,1,0
2565970,accessory,0,1,0,0,0,0,1,0
2565971,accessory,0,1,1,1,1,1,1,0
2565972,accessory,0,1,1,1,1,1,1,0
2565973,accessory,0,1,1,1,1,1,1,0
2565974,accessory,0,1,1,1,1,1,1,0
2565975,accessory,0,1,0,0,0,0,1,0
2565976,accessory,0,1,1,1,1,1,1,0
2565977,accessory,0,1,1,1,1,1,1,0
2565978,accessory,0,1,1,1,1,1,1,0
2565980,accessory,0,1,1,1,1,1,1,0
2565981,accessory,0,1,0,0,0,0,1,0
2565982,accessory,0,1,1,1,1,1,1,0
2565983,accessory,0,1,1,1,1,1,1,0
2565984,accessory,0,1,1,1,1,1,1,0
2565985,accessory,0,1,1,1,1,1,1,0
2565986,accessory,0,1,0,0,0,0,1,0
2565988,accessory,0,1,1,1,1,1,1,0
2565989,accessory,0,0,1,1,1,1,0,0
2565990,accessory,0,1,0,0,0,0,1,0
2565991,accessory,0,1,1,1,1,1,1,0
2565992,accessory,0,1,1,1,1,1,1,0
2565993,accessory,0,1,1,1,1,1,1,0
2565994,accessory,0,1,0,0,0,0,1,0
2565995,accessory,0,1,1,1,1,1,1,0
2565996,accessory,0,1,1,1,1,1,1,0
2565997,accessory,0,1,1,1,1,1,1,0
2565998,accessory,0,1,1,1,1,1,1,0
2565999,accessory,0,1,0,0,0,0,1,0
2566001,accessory,0,1,0,1,1,1,1,0
2566002,accessory,0,1,1,1,1,1,1,0
2566003,accessory,0,1,1,1,1,1,1,0
2566004,accessory,0,1,0,0,1,0,1,0
2566005,accessory,0,1,0,0,1,0,1,0
2566006,accessory,0,1,1,1,1,1,1,0
2566007,accessory,0,1,1,1,1,1,1,0
2566008,accessory,0,1,1,1,1,1,1,0
2566009,accessory,0,1,1,0,1,0,1,0
2566010,accessory,0,1,1,1,1,1,1,0
2566012,accessory,0,1,1,1,1,1,1,0
2566013,accessory,0,1,0,0,0,0,1,0
2566014,accessory,0,1,1,1,1,1,1,0
2566015,accessory,0,1,0,0,0,0,1,0
2566017,accessory,0,1,1,1,1,1,1,0
2566018,accessory,0,1,1,1,1,1,1,0
2566019,accessory,0,1,1,1,1,1,1,0
2566020,accessory,0,1,1,1,1,1,1,0
2566021,accessory,0,1,1,1,1,1,1,0
2566022,accessory,0,1,1,1,1,1,1,0
2566023,accessory,0,1,1,1,1,1,1,0
2566024,accessory,0,1,0,0,0,0,1,0
2566026,accessory,0,1,0,0,0,0,1,0
2566027,accessory,0,1,0,0,0,0,1,0
2566028,accessory,0,1,0,0,0,0,1,0
2566029,accessory,0,1,0,0,0,0,1,0
2566030,accessory,0,1,0,0,0,0,1,0
2566031,accessory,0,1,0,1,1,1,1,0
2566032,accessory,0,1,0,0,0,0,1,0
2566033,accessory,0,1,0,0,0,0,1,0
2566034,accessory,0,1,0,1,1,1,1,0
2566035,accessory,0,0,0,1,1,1,0,0
2566036,accessory,0,1,0,0,0,0,1,0
2566037,accessory,0,1,0,1,1,1,1,0
2566038,accessory,0,1,0,1,1,1,1,0
2566042,accessory,0,1,1,1,1,1,1,0
2566043,accessory,0,1,1,1,1,1,1,0
2566044,accessory,0,1,1,1,1,1,1,0
2566045,accessory,0,1,1,1,1,1,1,0
2566047,accessory,0,1,1,1,1,1,1,0
2566048,accessory,0,1,1,1,1,1,1,0
2566049,accessory,0,1,1,1,1,1,1,0
2566050,accessory,0,1,1,1,1,1,1,0
2566051,accessory,0,1,1,1,1,1,1,0
2566052,accessory,0,1,1,1,1,1,1,0
2566053,accessory,0,1,1,1,1,1,1,0
2566054,accessory,0,1,1,1,1,1,1,0
2566055,accessory,0,1,1,1,1,1,1,0
2566056,accessory,0,1,1,1,1,1,1,0
2566057,accessory,0,1,1,1,1,1,1,0
2566058,accessory,0,1,1,1,1,1,1,0
2566060,accessory,0,11,0,0,1,0,0,0
2566061,accessory,0,1,0,0,0,0,1,0
2566062,accessory,0,1,1,1,1,1,1,0
2566063,accessory,0,1,1,1,1,1,1,0
2566066,accessory,0,1,1,0,1,0,1,0
2566067,accessory,0,1,1,1,1,1,1,0
2566069,accessory,0,1,0,0,0,0,1,0
2566070,accessory,0,1,0,0,0,0,1,0
2566071,accessory,0,1,0,0,0,0,1,0
2566072,accessory,0,1,1,1,1,1,1,0
2566073,accessory,0,1,0,0,0,0,1,0
2566074,accessory,0,1,1,1,1,1,1,0
2566075,accessory,0,1,1,1,1,1,1,0
2566076,accessory,0,1,0,0,0,0,1,0
2566077,accessory,0,1,0,0,0,0,1,0
2566078,accessory,0,1,1,1,1,1,1,0
2566079,accessory,0,1,1,1,1,1,1,0
2566080,accessory,0,1,1,1,1,1,1,0
2566081,accessory,0,1,0,0,0,0,1,0
2566082,accessory,0,1,0,0,0,0,1,0
2566084,accessory,0,1,0,0,0,0,1,0
2566086,accessory,0,1,0,1,1,1,0,0
2566087,accessory,0,1,1,1,1,1,0,0
2566088,accessory,0,1,0,0,0,0,1,0
2566089,accessory,0,1,1,1,1,1,1,0
2566090,accessory,0,1,1,1,1,1,1,0
2566091,accessory,0,1,0,0,0,0,1,0
2566092,accessory,0,1,0,0,0,0,1,0
2566094,accessory,0,1,1,1,1,1,1,0
2566095,accessory,0,1,0,0,0,0,1,0
2566098,accessory,0,1,1,1,1,1,1,0
2566099,accessory,0,1,0,0,0,0,1,0
2566100,accessory,0,1,0,0,0,0,1,0
2566102,accessory,0,1,1,1,1,1,1,0
2566103,accessory,0,1,1,1,1,1,1,0
2566104,accessory,0,1,1,1,1,1,1,0
2566105,accessory,0,1,1,1,0,1,1,0
2566106,accessory,0,1,1,1,1,1,1,0
2566109,accessory,0,1,0,0,0,0,1,0
2566110,accessory,0,1,1,1,1,1,1,0
2566111,accessory,0,1,1,1,1,1,1,0
2566112,accessory,0,1,1,1,1,1,1,0
2566114,accessory,0,1,1,1,1,1,1,0
2566115,accessory,0,1,1,1,1,1,1,0
2566116,accessory,0,1,1,1,1,1,1,0
2566117,accessory,0,1,1,1,1,1,1,0
2566119,accessory,0,1,1,1,1,1,1,0
2566120,accessory,0,1,1,1,1,1,1,0
2566121,accessory,0,1,1,1,1,1,1,0
2566122,accessory,0,1,1,1,1,1,1,0
2566123,accessory,0,1,1,1,1,1,1,0
2566124,accessory,0,1,1,1,1,1,1,0
2566125,accessory,0,1,1,1,1,1,1,0
2566126,accessory,0,1,1,1,1,1,1,0
2566127,accessory,0,1,1,1,1,1,1,0
2566128,accessory,0,1,1,1,1,1,1,0
2566129,accessory,0,1,1,1,1,1,1,0
2566130,accessory,0,1,1,1,1,1,1,0
2566131,accessory,0,1,0,0,0,0,1,0
2566132,accessory,0,1,1,1,1,1,1,0
2566133,accessory,0,1,1,1,1,1,1,0
2566134,accessory,0,1,1,1,1,1,0,0
2566135,accessory,0,1,1,1,1,1,1,0
2566136,accessory,0,1,0,0,0,0,1,0
2566137,accessory,0,1,0,0,0,0,1,0
2566139,accessory,0,1,1,1,1,1,1,0
2566140,accessory,0,1,1,1,1,1,1,0
2566142,accessory,0,1,1,1,1,1,1,0
2566143,accessory,0,1,1,1,1,1,1,0
2566145,accessory,0,1,1,1,1,1,1,0
2566146,accessory,0,1,1,1,1,1,1,0
2566149,accessory,0,0,1,1,1,1,0,0
2566150,accessory,0,1,0,0,0,0,1,0
2566151,accessory,0,1,0,0,0,0,1,0
2566152,accessory,0,1,1,1,1,1,1,0
2566153,accessory,0,1,1,1,1,1,1,0
2566154,accessory,0,1,0,0,0,0,1,0
2566155,accessory,0,1,1,1,1,1,1,0
2566156,accessory,0,1,1,0,0,0,1,0
2566157,accessory,0,1,1,1,1,1,1,0
2566158,accessory,0,1,1,1,1,1,1,0
2566159,accessory,0,1,1,1,1,1,1,0
2566162,accessory,0,1,1,1,1,1,1,0
2566163,accessory,0,0,1,1,1,1,0,0
2566164,accessory,0,1,0,0,0,0,1,0
2566165,accessory,0,1,1,1,1,1,1,0
2566166,accessory,0,1,0,0,0,0,1,0
2566167,accessory,0,1,0,0,0,0,1,0
2566168,accessory,0,1,0,0,0,0,1,0
2566169,accessory,0,1,1,1,1,1,1,0
2566170,accessory,0,1,0,0,0,0,1,0
2566171,accessory,0,1,1,1,1,1,1,0
2566172,accessory,0,1,1,1,1,1,1,0
2566173,accessory,0,1,1,1,1,1,1,0
2566174,accessory,0,1,1,1,1,1,1,0
2566175,accessory,0,1,1,1,1,1,1,1
2566176,accessory,0,1,1,1,1,1,1,0
2566177,accessory,0,1,0,0,0,0,1,0
2566178,accessory,0,1,0,0,0,0,1,0
2566179,accessory,0,1,1,1,1,1,1,0
2566180,accessory,0,1,0,0,0,0,1,0
2566181,accessory,0,1,1,1,1,1,1,0
2566182,accessory,0,1,1,1,1,1,1,0
2566183,accessory,0,1,1,1,1,1,1,0
2566184,accessory,0,1,1,1,1,1,1,0
2566185,accessory,0,1,1,1,1,1,1,0
2566187,accessory,0,1,1,1,1,1,1,0
2566188,accessory,0,1,1,1,1,1,1,0
2566190,accessory,0,1,0,0,0,0,1,0
2566191,accessory,0,1,0,0,0,0,1,0
2566192,accessory,0,1,1,1,1,1,1,0
2566193,accessory,0,1,0,0,0,0,1,0
2566194,accessory,0,1,1,1,1,1,1,0
2566195,accessory,0,1,1,1,1,1,1,0
2566196,accessory,0,1,1,1,1,1,1,0
2566197,accessory,0,1,0,0,0,0,1,0
2566199,accessory,0,1,0,0,0,0,1,0
2566200,accessory,0,1,0,0,0,0,1,0
2566201,accessory,0,1,1,1,1,1,1,0
2566202,accessory,0,1,1,1,1,1,1,0
2566203,accessory,0,1,1,1,1,1,1,0
2566204,accessory,0,1,1,1,1,1,1,0
2566205,accessory,0,1,1,1,1,1,1,0
2566206,accessory,0,1,1,1,1,1,1,0
2566207,accessory,0,1,0,0,1,0,1,0
2566208,accessory,0,1,1,1,1,1,1,0
2566209,accessory,0,1,1,1,1,1,1,0
2566212,accessory,0,1,1,1,1,1,1,0
2566213,accessory,0,1,0,0,0,0,1,0
2566214,accessory,0,1,1,1,1,1,1,0
2566215,accessory,0,1,1,1,1,1,1,0
2566216,accessory,0,1,1,1,1,1,1,0
2566217,accessory,0,1,0,0,0,0,1,0
2566218,accessory,0,1,0,0,0,0,1,0
2566219,accessory,0,1,1,1,1,1,1,0
2566220,accessory,0,1,1,1,1,1,1,0
2566221,accessory,0,1,1,1,1,1,1,0
2566222,accessory,0,1,1,0,0,0,1,0
2566223,accessory,0,1,1,1,1,1,1,0
2566224,accessory,0,1,1,1,1,1,1,0
2566225,accessory,0,1,1,1,1,1,1,0
2566226,accessory,0,1,1,1,1,1,1,0
2566227,accessory,0,1,1,1,1,1,1,0
2566228,accessory,0,1,1,1,1,1,1,0
2566229,accessory,0,1,0,0,0,0,1,0
2566230,accessory,0,1,1,1,1,1,1,0
2566231,accessory,0,1,0,0,0,0,1,0
2566232,accessory,0,1,0,0,0,0,1,0
2566233,accessory,0,1,0,0,0,0,1,0
2566234,accessory,0,1,1,1,1,1,1,0
2566235,accessory,0,1,0,0,0,0,1,0
2566236,accessory,0,1,0,0,0,0,1,0
2566237,accessory,0,1,0,0,0,0,1,0
2566238,accessory,0,1,1,1,1,1,1,0
2566239,accessory,0,1,0,0,0,0,1,0
2566240,accessory,0,1,1,1,1,1,1,0
2566241,accessory,0,1,1,1,1,1,1,0
2566242,accessory,0,1,1,1,1,1,0,0
2566243,accessory,0,1,1,1,1,1,0,0
2566244,accessory,0,1,1,1,1,1,0,0
2566246,accessory,0,1,1,1,1,1,1,0
2566247,accessory,0,1,1,1,1,1,1,0
2566248,accessory,0,1,0,0,0,0,1,0
2566250,accessory,0,1,1,1,1,1,1,0
2566251,accessory,0,1,0,0,0,0,1,0
2566252,accessory,0,1,0,0,0,0,1,0
2566253,accessory,0,1,1,1,1,1,1,0
2566254,accessory,0,1,1,1,1,1,1,0
2566255,accessory,0,1,0,0,0,0,1,0
2566257,accessory,0,1,1,1,1,1,1,0
2566259,accessory,0,1,1,1,1,1,1,0
2566260,accessory,0,1,0,0,0,0,1,0
2566261,accessory,0,1,1,1,1,1,1,0
2566262,accessory,0,1,0,0,0,0,1,0
2566263,accessory,0,1,0,0,0,0,1,0
2566264,accessory,0,1,1,1,1,1,1,0
2566265,accessory,0,1,1,1,1,1,1,0
2566266,accessory,0,1,1,1,1,1,1,0
2566267,accessory,0,1,1,1,1,1,1,0
2566268,accessory,0,1,1,1,1,1,1,0
2566269,accessory,0,1,1,1,1,1,1,0
2566270,accessory,0,1,1,1,1,1,1,0
2566271,accessory,0,1,1,1,1,1,1,0
2566272,accessory,0,1,0,0,0,0,1,0
2566273,accessory,0,1,0,0,0,0,1,0
2566274,accessory,0,1,0,0,0,0,1,0
2566275,accessory,0,1,1,1,1,1,1,0
2566276,accessory,0,1,1,1,1,1,1,0
2566277,accessory,0,1,1,1,1,1,1,0
2566278,accessory,0,1,1,1,1,1,1,0
2566279,accessory,0,1,1,1,1,1,1,0
2566280,accessory,0,1,1,1,1,1,1,0
2566281,accessory,0,1,1,1,1,1,1,0
2566282,accessory,0,1,0,0,0,0,1,0
2566283,accessory,0,1,1,1,1,1,1,0
2566284,accessory,0,1,1,1,1,1,1,0
2566285,accessory,0,1,1,1,1,1,1,0
2566286,accessory,0,1,1,1,1,1,1,0
2566287,accessory,0,1,1,1,1,1,1,0
2566288,accessory,0,1,1,1,1,1,1,0
2566289,accessory,0,1,0,0,0,0,1,0
2566291,accessory,0,1,1,1,1,1,1,0
2566292,accessory,0,1,1,1,1,1,1,0
2566293,accessory,0,1,1,1,1,1,1,0
2566295,accessory,0,1,1,1,1,1,1,0
